REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	SITE MANAGER	JASON DVORAK	78759MDYNT11705	3M CO - AUSTIN RESEARCH BOULEVARD SITE	11705 RESEARCH BLVD	AUSTIN	TRAVIS	TX	78759	3M CO - AUSTIN RESEARCH BOULEVARD SITE	11705 RESEARCH BLVD	AUSTIN	TX		78759	YES	NO	NO	NO	MICHAEL D. GARCIA, P.E., CSP	5129841800	3825	3661						334515						30.419577	-97.746551	112559018								3M CO	006173082	NO		
2011	GM	TAD PECK	76084KTGLV2500C	K-T GALVANIZING CO	2500 CHAMBERS ST	VENUS	JOHNSON	TX	76084	K-T GALVANIZING CO	2500 CHAMBERS ST	VENUS	TX		76084	YES	NO	NO	NO	TAD PACK	8174774434	3479							332812						32.525015	-97.103719	099385916								K-T GALVANIZING CO	099385916	NO	TAD@KTGALVANIZING.COM	
2011	SAFETY AND ENVIRONMENTAL MANAGER	LARRY BEAM	75090KSRLMHWY75	KAISER ALUMINUM FABRICATED PRODUCTS LLC	4300 HWY 75 S	SHERMAN	GRAYSON	TX	75090	KAISER ALUMINUM FABRICATED PRODUCTS LLC	PO BOX 1215	SHERMAN	TX		75091	YES	NO	NO	NO	LARRY BEAM	9038935566	3341	3354	3444					331316	331314	332322				33.589444	-96.606667	787043715								KAISER ALUMINUM FABRICATED PRODUCTS LLC	787043715	NO	LARRY.BEAM@KAISERAL.COM	
2011	SAFETY AND ENVIRONMENTAL MANAGER	LARRY BEAM	75090KSRLMHWY75	KAISER ALUMINUM FABRICATED PRODUCTS LLC	4300 HWY 75 S	SHERMAN	GRAYSON	TX	75090	KAISER ALUMINUM FABRICATED PRODUCTS LLC	PO BOX 1215	SHERMAN	TX		75091	YES	NO	NO	NO	LARRY BEAM	9038935566	3341	3354	3444					331316	331314	332322				33.589444	-96.606667	787043715								KAISER ALUMINUM FABRICATED PRODUCTS LLC	787043715	NO	LARRY.BEAM@KAISERAL.COM	
2011	PRESIDENT	ANTHONY FRANCKOWIAK	78023VNTNM13310	KAMAL INC  DBA  VENETIAN MARBLE	13310 WESTERN OAK	HELOTES	BEXAR	TX	780234108	KAMAL INC  DBA  VENETIAN MARBLE	13310 WESTERN OAK	HELOTES	TX		78023-4108	YES	NO	NO	NO	JEFF ROYCE	2106953505	3299							327999						29.56473	-98.66179	051159747										NO	JEFFR@VENETIANCOUNTERTOPS.COM	
2011	PLANT MANAGER	LOUIS DEHAES	7750WKNKNT625UN	KANEKA NUTRIENTS,LP	6250 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA NUTRIENTS,LP	6250 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885								311514						29.6206	-95.0871	182941216								KANEKA NUTRIENTS LP	182941216	NO		
2011	DIRECTOR OF ENGINEERING	THOMAS GARRISI	77507KNKTX6161U	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885	2821	3081						325211	326113					29.6209	-95.086874	068093483										NO	SSKARKE@KANEKATEXAS.COM	
2011	DIRECTOR OF ENGINEERING	THOMAS GARRISI	77507KNKTX6161U	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885	2821	3081						325211	326113					29.6209	-95.086874	068093483										NO	SSKARKE@KANEKATEXAS.COM	
2011	DIRECTOR OF ENGINEERING	THOMAS GARRISI	77507KNKTX6161U	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885	2821	3081						325211	326113					29.6209	-95.086874	068093483										NO	SSKARKE@KANEKATEXAS.COM	
2011	DIRECTOR OF ENGINEERING	THOMAS GARRISI	77507KNKTX6161U	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885	2821	3081						325211	326113					29.6209	-95.086874	068093483										NO	SSKARKE@KANEKATEXAS.COM	
2011	DIRECTOR OF ENGINEERING	THOMAS GARRISI	77507KNKTX6161U	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885	2821	3081						325211	326113					29.6209	-95.086874	068093483										NO	SSKARKE@KANEKATEXAS.COM	
2011	DIRECTOR OF ENGINEERING	THOMAS GARRISI	77507KNKTX6161U	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885	2821	3081						325211	326113					29.6209	-95.086874	068093483										NO	SSKARKE@KANEKATEXAS.COM	
2011	DIRECTOR OF ENGINEERING	THOMAS GARRISI	77507KNKTX6161U	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885	2821	3081						325211	326113					29.6209	-95.086874	068093483										NO	SSKARKE@KANEKATEXAS.COM	
2011	DIRECTOR OF ENGINEERING	THOMAS GARRISI	77507KNKTX6161U	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885	2821	3081						325211	326113					29.6209	-95.086874	068093483										NO	SSKARKE@KANEKATEXAS.COM	
2011	DIRECTOR OF ENGINEERING	THOMAS GARRISI	77507KNKTX6161U	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885	2821	3081						325211	326113					29.6209	-95.086874	068093483										NO	SSKARKE@KANEKATEXAS.COM	
2011	DIRECTOR OF ENGINEERING	THOMAS GARRISI	77507KNKTX6161U	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885	2821	3081						325211	326113					29.6209	-95.086874	068093483										NO	SSKARKE@KANEKATEXAS.COM	
2011	DIRECTOR OF ENGINEERING	THOMAS GARRISI	77507KNKTX6161U	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885	2821	3081						325211	326113					29.6209	-95.086874	068093483										NO	SSKARKE@KANEKATEXAS.COM	
2011	DIRECTOR OF ENGINEERING	THOMAS GARRISI	77507KNKTX6161U	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885	2821	3081						325211	326113					29.6209	-95.086874	068093483										NO	SSKARKE@KANEKATEXAS.COM	
2011	DIRECTOR OF ENGINEERING	THOMAS GARRISI	77507KNKTX6161U	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885	2821	3081						325211	326113					29.6209	-95.086874	068093483										NO	SSKARKE@KANEKATEXAS.COM	
2011	DIRECTOR OF ENGINEERING	THOMAS GARRISI	77507KNKTX6161U	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885	2821	3081						325211	326113					29.6209	-95.086874	068093483										NO	SSKARKE@KANEKATEXAS.COM	
2011	DIRECTOR OF ENGINEERING	THOMAS GARRISI	77507KNKTX6161U	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885	2821	3081						325211	326113					29.6209	-95.086874	068093483										NO	SSKARKE@KANEKATEXAS.COM	
2011	DIRECTOR OF ENGINEERING	THOMAS GARRISI	77507KNKTX6161U	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	HARRIS	TX	77507	KANEKA TEXAS CORP	6161 UNDERWOOD RD	PASADENA	TX		77507	YES	NO	NO	NO	STEVE SKARKE	2814741885	2821	3081						325211	326113					29.6209	-95.086874	068093483										NO	SSKARKE@KANEKATEXAS.COM	
2011	PRESIDENT	JAKOBY D. KEARNEY	75440KRNYT135SS	KEARNEY TRAILERS LLC	1035 S ST HWY 19	EMORY	RAINS	TX	75440	KEARNEY TRAILERS LLC	1035 S ST HWY 19	EMORY	TX		75440	YES	NO	NO	NO	JAKOBY D. KEARNEY	9034733405								333111						0	0	174143677										NO	KOBY@KEARNEYTRAILERSLLC.COM	
2011	CHAIRMAN	ANDREW SCHWARTZ	77578KSHNB22102	KEESHAN & BOST CHEMICAL CO,INC	22102 HWY 6	MANVEL	BRAZORIA	TX	77578	KEESHAN & BOST CHEMICAL CO,INC	PO BOX 216	MANVEL	TX		77578	YES	NO	NO	NO	SUE S. SCHWARTZ	2813318219	2869							325199						29.45677	-95.32519	052478575								SHU-CHEM HOLDINGS INC	106825862	NO	SUE_SCHWARTZ@KEESHAN-BOST.COM	
2011	CHAIRMAN	ANDREW SCHWARTZ	77578KSHNB22102	KEESHAN & BOST CHEMICAL CO,INC	22102 HWY 6	MANVEL	BRAZORIA	TX	77578	KEESHAN & BOST CHEMICAL CO,INC	PO BOX 216	MANVEL	TX		77578	YES	NO	NO	NO	SUE S. SCHWARTZ	2813318219	2869							325199						29.45677	-95.32519	052478575								SHU-CHEM HOLDINGS INC	106825862	NO	SUE_SCHWARTZ@KEESHAN-BOST.COM	
2011	CHAIRMAN	ANDREW SCHWARTZ	77578KSHNB22102	KEESHAN & BOST CHEMICAL CO,INC	22102 HWY 6	MANVEL	BRAZORIA	TX	77578	KEESHAN & BOST CHEMICAL CO,INC	PO BOX 216	MANVEL	TX		77578	YES	NO	NO	NO	SUE S. SCHWARTZ	2813318219	2869							325199						29.45677	-95.32519	052478575								SHU-CHEM HOLDINGS INC	106825862	NO	SUE_SCHWARTZ@KEESHAN-BOST.COM	
2011	CHAIRMAN	ANDREW SCHWARTZ	77578KSHNB22102	KEESHAN & BOST CHEMICAL CO,INC	22102 HWY 6	MANVEL	BRAZORIA	TX	77578	KEESHAN & BOST CHEMICAL CO,INC	PO BOX 216	MANVEL	TX		77578	YES	NO	NO	NO	SUE S. SCHWARTZ	2813318219	2869							325199						29.45677	-95.32519	052478575								SHU-CHEM HOLDINGS INC	106825862	NO	SUE_SCHWARTZ@KEESHAN-BOST.COM	
2011	QUALITY/ESH SR. MANAGER	VINCENT SAPERO	78226LCKHD661DU	KELLY AVIATION CENTER LP	3523 GENERAL HUDNELL DR	SAN ANTONIO	BEXAR	TX	78226	KELLY AVIATION CENTER LP	3523 GENERAL HUDNELL DR	SAN ANTONIO	TX		78226	YES	NO	NO	NO	CHERYL KAHN	2109285045	3724							336412						29.378351	-98.567204	119173318								LOCKHEED MARTIN CORP		NO	CHERYL.KAHN@LMCO.COM	
2011	QUALITY/ESH SR. MANAGER	VINCENT SAPERO	78226LCKHD661DU	KELLY AVIATION CENTER LP	3523 GENERAL HUDNELL DR	SAN ANTONIO	BEXAR	TX	78226	KELLY AVIATION CENTER LP	3523 GENERAL HUDNELL DR	SAN ANTONIO	TX		78226	YES	NO	NO	NO	CHERYL KAHN	2109285045	3724							336412						29.378351	-98.567204	119173318								LOCKHEED MARTIN CORP		NO	CHERYL.KAHN@LMCO.COM	
2011	VP, MANUFACTURING & SUPPLY CHAIN	BRUCE MCGREGOR	76053KLLYM301WE	KELLY-MOORE PAINT CO INC	301 W HURST BLVD	HURST	TARRANT	TX	76053	KELLY-MOORE PAINT CO INC	301 W HURST BLVD	HURST	TX		76053	YES	NO	NO	NO	CALVIN CHUN	8177993202	2851							325510						32.80887	-97.17308									KELLY-MOORE PAINT CO INC		NO	CCHUN@KELLYMOORE.COM	
2011	VICE PRESIDENT GENERAL COUNSEL		77568KMNND100KE	KEMIN INDUSTRIES INC	100 KEMIN DR	HITCHCOCK	GALVESTON	TX	77563	KEMIN INDUSTRIES INC	PO BOX 70	DES MOINES	IA		50317	YES	NO	NO	NO	MARY JO PRESS	5155595109	2048	2047						311119						29.34299	-95.03624	005274287								KEMIN INDUSTRIES INC		NO	MARYJO.PRESS@KEMIN.COM	
2011	ENVIRONMENTAL SUPERINTENDENT	VICTOR BOUCHOT	78520KPPLM2HWY4	KEPPEL AMFELS LLC	20000 STATE HWY 48	BROWNSVILLE	CAMERON	TX	78523	KEPPEL AMFELS LLC	PO BOX 3107	BROWNSVILLE	TX		785213107	YES	NO	NO	NO	VICTOR BOUCHOT	9568318220								336611						25.96611	-97.35556	184768547								FELS OFFSHORE PTE LTD		NO	VICTOR.BOUCHOT@KEPPELAMFELS.COM	
2011	ENVIRONMENTAL SUPERINTENDENT	VICTOR BOUCHOT	78520KPPLM2HWY4	KEPPEL AMFELS LLC	20000 STATE HWY 48	BROWNSVILLE	CAMERON	TX	78523	KEPPEL AMFELS LLC	PO BOX 3107	BROWNSVILLE	TX		785213107	YES	NO	NO	NO	VICTOR BOUCHOT	9568318220								336611						25.96611	-97.35556	184768547								FELS OFFSHORE PTE LTD		NO	VICTOR.BOUCHOT@KEPPELAMFELS.COM	
2011	ENVIRONMENTAL SUPERINTENDENT	VICTOR BOUCHOT	78520KPPLM2HWY4	KEPPEL AMFELS LLC	20000 STATE HWY 48	BROWNSVILLE	CAMERON	TX	78523	KEPPEL AMFELS LLC	PO BOX 3107	BROWNSVILLE	TX		785213107	YES	NO	NO	NO	VICTOR BOUCHOT	9568318220								336611						25.96611	-97.35556	184768547								FELS OFFSHORE PTE LTD		NO	VICTOR.BOUCHOT@KEPPELAMFELS.COM	
2011	SPONSOR	JOHN HUBER	78362KWTFF244KI	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	SAN PATRICIO	TX	78362	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	TX		78362	YES	NO	NO	NO	JOSHUA BRYAN	3617757398	3731							336611						27.850729	-97.220863	840670470								PETER KIEWIT & SON'S	070729517	NO	JOSHUA.BRYAN@KIEWIT.COM	
2011	SPONSOR	JOHN HUBER	78362KWTFF244KI	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	SAN PATRICIO	TX	78362	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	TX		78362	YES	NO	NO	NO	JOSHUA BRYAN	3617757398	3731							336611						27.850729	-97.220863	840670470								PETER KIEWIT & SON'S	070729517	NO	JOSHUA.BRYAN@KIEWIT.COM	
2011	SPONSOR	JOHN HUBER	78362KWTFF244KI	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	SAN PATRICIO	TX	78362	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	TX		78362	YES	NO	NO	NO	JOSHUA BRYAN	3617757398	3731							336611						27.850729	-97.220863	840670470								PETER KIEWIT & SON'S	070729517	NO	JOSHUA.BRYAN@KIEWIT.COM	
2011	SPONSOR	JOHN HUBER	78362KWTFF244KI	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	SAN PATRICIO	TX	78362	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	TX		78362	YES	NO	NO	NO	JOSHUA BRYAN	3617757398	3731							336611						27.850729	-97.220863	840670470								PETER KIEWIT & SON'S	070729517	NO	JOSHUA.BRYAN@KIEWIT.COM	
2011	SPONSOR	JOHN HUBER	78362KWTFF244KI	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	SAN PATRICIO	TX	78362	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	TX		78362	YES	NO	NO	NO	JOSHUA BRYAN	3617757398	3731							336611						27.850729	-97.220863	840670470								PETER KIEWIT & SON'S	070729517	NO	JOSHUA.BRYAN@KIEWIT.COM	
2011	SPONSOR	JOHN HUBER	78362KWTFF244KI	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	SAN PATRICIO	TX	78362	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	TX		78362	YES	NO	NO	NO	JOSHUA BRYAN	3617757398	3731							336611						27.850729	-97.220863	840670470								PETER KIEWIT & SON'S	070729517	NO	JOSHUA.BRYAN@KIEWIT.COM	
2011	SPONSOR	JOHN HUBER	78362KWTFF244KI	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	SAN PATRICIO	TX	78362	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	TX		78362	YES	NO	NO	NO	JOSHUA BRYAN	3617757398	3731							336611						27.850729	-97.220863	840670470								PETER KIEWIT & SON'S	070729517	NO	JOSHUA.BRYAN@KIEWIT.COM	
2011	SPONSOR	JOHN HUBER	78362KWTFF244KI	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	SAN PATRICIO	TX	78362	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	TX		78362	YES	NO	NO	NO	JOSHUA BRYAN	3617757398	3731							336611						27.850729	-97.220863	840670470								PETER KIEWIT & SON'S	070729517	NO	JOSHUA.BRYAN@KIEWIT.COM	
2011	SPONSOR	JOHN HUBER	78362KWTFF244KI	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	SAN PATRICIO	TX	78362	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	TX		78362	YES	NO	NO	NO	JOSHUA BRYAN	3617757398	3731							336611						27.850729	-97.220863	840670470								PETER KIEWIT & SON'S	070729517	NO	JOSHUA.BRYAN@KIEWIT.COM	
2011	SPONSOR	JOHN HUBER	78362KWTFF244KI	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	SAN PATRICIO	TX	78362	KIEWIT OFFSHORE SERVICES LTD	2440 KIEWIT RD	INGLESIDE	TX		78362	YES	NO	NO	NO	JOSHUA BRYAN	3617757398	3731							336611						27.850729	-97.220863	840670470								PETER KIEWIT & SON'S	070729517	NO	JOSHUA.BRYAN@KIEWIT.COM	
2011	GENERAL MANAGER	CHRISTOPHER STUTSMAN	77054LBBCN2903D	KIK (HOUSTON) INC	2921 CORDER ST	HOUSTON	HARRIS	TX	77054	KIK (HOUSTON) INC	2921 CORDER ST	HOUSTON	TX		77054	YES	NO	NO	NO	U.S. COMPLIANCE CORPORATION	9522523000	2841							325612						29.693106	-95.386024	956435119								KIK CUSTOM PRODUCTS		NO	EPCRA@USCOMPLIANCE.COM	
2011	PRESIDENT	BENNY FAJKUS	76543KLLNM450FR	KILLEEN MARBLE INC	450 F ROY REYNOLDS	KILLEEN	BELL	TX	76543	KILLEEN MARBLE INC	450 F ROY REYNOLDS	KILLEEN	TX		76543	YES	NO	NO	NO	ROGER REYNA	8067839944	3087							325991						31.101667	-97.670833											NO	RREYNA@BENTONCONSULTANTS.COM	
2011	PRESIDENT	LOU ROSSITTO	77073KNGFB193WH	KING FABRICATION LLC	19300 W HARDY RD	HOUSTON	HARRIS	TX	77073	KING FABRICATION LLC	19300 W HARDY RD	HOUSTON	TX		77073	YES	NO	NO	NO	LOU ROSSITTO	2812090811								332312						29.97569	-95.3975	832204044										NO	LOU@KINGFAB.COM	
2011	PRESIDENT	LOU ROSSITTO	77073KNGFB193WH	KING FABRICATION LLC	19300 W HARDY RD	HOUSTON	HARRIS	TX	77073	KING FABRICATION LLC	19300 W HARDY RD	HOUSTON	TX		77073	YES	NO	NO	NO	LOU ROSSITTO	2812090811								332312						29.97569	-95.3975	832204044										NO	LOU@KINGFAB.COM	
2011	PRESIDENT	LOU ROSSITTO	77073KNGFB193WH	KING FABRICATION LLC	19300 W HARDY RD	HOUSTON	HARRIS	TX	77073	KING FABRICATION LLC	19300 W HARDY RD	HOUSTON	TX		77073	YES	NO	NO	NO	LOU ROSSITTO	2812090811								332312						29.97569	-95.3975	832204044										NO	LOU@KINGFAB.COM	
2011	PRESIDENT	LOU ROSSITTO	77073KNGFB193WH	KING FABRICATION LLC	19300 W HARDY RD	HOUSTON	HARRIS	TX	77073	KING FABRICATION LLC	19300 W HARDY RD	HOUSTON	TX		77073	YES	NO	NO	NO	LOU ROSSITTO	2812090811								332312						29.97569	-95.3975	832204044										NO	LOU@KINGFAB.COM	
2011	PRESIDENT	LOU ROSSITTO	77073KNGFB193WH	KING FABRICATION LLC	19300 W HARDY RD	HOUSTON	HARRIS	TX	77073	KING FABRICATION LLC	19300 W HARDY RD	HOUSTON	TX		77073	YES	NO	NO	NO	LOU ROSSITTO	2812090811								332312						29.97569	-95.3975	832204044										NO	LOU@KINGFAB.COM	
2011	EHS MANAGER	TERRI HARRISON	75041KNGSL3WKIN	KINGSLEY TOOLS	3000 W KINGSLEY	GARLAND	DALLAS	TX	75041	KINGSLEY TOOLS	3000 W KINGSLEY	GARLAND	TX		75041	YES	NO	NO	NO	TERRI HARRISON	9722785678	3423							332212						32.87881	-96.67568	555417708										NO	TERRI.HARRISON@APEXTOOLGROUP.COM	
2011	DIRECTOR OF S H E		7516WKNRCM11MUS	KINRO COMPOSITES	101 MUSHROOM RD	WAXAHACHIE	ELLIS	TX	75165	KINRO COMPOSITES	101 MUSHROOM RD	WAXAHACHIE	TX		75165	YES	NO	NO	NO	ERICK CLICK	5745351125								326191						32.44937	-96.83558									DREW INDUSTRIES INC	043222470	NO	ECLICK@LCI1.COM	
2011	DIRECTOR OF S H E		7516WKNRCM11MUS	KINRO COMPOSITES	101 MUSHROOM RD	WAXAHACHIE	ELLIS	TX	75165	KINRO COMPOSITES	101 MUSHROOM RD	WAXAHACHIE	TX		75165	YES	NO	NO	NO	ERICK CLICK	5745351125								326191						32.44937	-96.83558									DREW INDUSTRIES INC	043222470	NO	ECLICK@LCI1.COM	
2011	HSE MANAGER	BILL GLUSHKO	77532KMCNC16503	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	HARRIS	TX	77532	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	TX		77532	YES	NO	NO	NO	BILL GLUSHKO	2813280220	2869							325199						29.92228	-95.05301	074198961								KMCO LP	074198961	NO	BILLG@KMCOINC.COM	
2011	HSE MANAGER	BILL GLUSHKO	77532KMCNC16503	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	HARRIS	TX	77532	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	TX		77532	YES	NO	NO	NO	BILL GLUSHKO	2813280220	2869							325199						29.92228	-95.05301	074198961								KMCO LP	074198961	NO	BILLG@KMCOINC.COM	
2011	HSE MANAGER	BILL GLUSHKO	77532KMCNC16503	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	HARRIS	TX	77532	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	TX		77532	YES	NO	NO	NO	BILL GLUSHKO	2813280220	2869							325199						29.92228	-95.05301	074198961								KMCO LP	074198961	NO	BILLG@KMCOINC.COM	
2011	HSE MANAGER	BILL GLUSHKO	77532KMCNC16503	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	HARRIS	TX	77532	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	TX		77532	YES	NO	NO	NO	BILL GLUSHKO	2813280220	2869							325199						29.92228	-95.05301	074198961								KMCO LP	074198961	NO	BILLG@KMCOINC.COM	
2011	HSE MANAGER	BILL GLUSHKO	77532KMCNC16503	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	HARRIS	TX	77532	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	TX		77532	YES	NO	NO	NO	BILL GLUSHKO	2813280220	2869							325199						29.92228	-95.05301	074198961								KMCO LP	074198961	NO	BILLG@KMCOINC.COM	
2011	HSE MANAGER	BILL GLUSHKO	77532KMCNC16503	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	HARRIS	TX	77532	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	TX		77532	YES	NO	NO	NO	BILL GLUSHKO	2813280220	2869							325199						29.92228	-95.05301	074198961								KMCO LP	074198961	NO	BILLG@KMCOINC.COM	
2011	HSE MANAGER	BILL GLUSHKO	77532KMCNC16503	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	HARRIS	TX	77532	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	TX		77532	YES	NO	NO	NO	BILL GLUSHKO	2813280220	2869							325199						29.92228	-95.05301	074198961								KMCO LP	074198961	NO	BILLG@KMCOINC.COM	
2011	HSE MANAGER	BILL GLUSHKO	77532KMCNC16503	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	HARRIS	TX	77532	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	TX		77532	YES	NO	NO	NO	BILL GLUSHKO	2813280220	2869							325199						29.92228	-95.05301	074198961								KMCO LP	074198961	NO	BILLG@KMCOINC.COM	
2011	HSE MANAGER	BILL GLUSHKO	77532KMCNC16503	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	HARRIS	TX	77532	KMCO CROSBY PLANT	16503 RAMSEY RD	CROSBY	TX		77532	YES	NO	NO	NO	BILL GLUSHKO	2813280220	2869							325199						29.92228	-95.05301	074198961								KMCO LP	074198961	NO	BILLG@KMCOINC.COM	
