REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	PLANT MANAGER	CHARLES AVERY	50010MNNST900DA	3M CO - AMES	900 DAYTON AVE	AMES	STORY	IA	500106493	3M CO - AMES	900 DAYTON AVE	AMES	IA		50010-6493	YES	NO	NO	NO	CHARLES AVERY	5152321184	3291							327910						42.0296	-93.57913	089979058								3M CO	006173082	NO	CAVERY@MMM.COM	
2011	GENERAL MANAGER	STEPHEN ROE	51035LTTLS488FA	LITTLE SIOUX CORN PROCESSORS LP	4808 F AVE	MARCUS	CHEROKEE	IA	51035	LITTLE SIOUX CORN PROCESSORS LP	4808 F AVE	MARCUS	IA		51035	YES	NO	NO	NO	STEVE ROE	7123762800	2869							325193						42.82085	-95.7609	114150548										NO	STEVE.ROE@LITTLESIOUXCORNPROCESSORS.COM	
2011	GENERAL MANAGER	STEPHEN ROE	51035LTTLS488FA	LITTLE SIOUX CORN PROCESSORS LP	4808 F AVE	MARCUS	CHEROKEE	IA	51035	LITTLE SIOUX CORN PROCESSORS LP	4808 F AVE	MARCUS	IA		51035	YES	NO	NO	NO	STEVE ROE	7123762800	2869							325193						42.82085	-95.7609	114150548										NO	STEVE.ROE@LITTLESIOUXCORNPROCESSORS.COM	
2011	GENERAL MANAGER	STEPHEN ROE	51035LTTLS488FA	LITTLE SIOUX CORN PROCESSORS LP	4808 F AVE	MARCUS	CHEROKEE	IA	51035	LITTLE SIOUX CORN PROCESSORS LP	4808 F AVE	MARCUS	IA		51035	YES	NO	NO	NO	STEVE ROE	7123762800	2869							325193						42.82085	-95.7609	114150548										NO	STEVE.ROE@LITTLESIOUXCORNPROCESSORS.COM	
2011	GENERAL MANAGER	STEPHEN ROE	51035LTTLS488FA	LITTLE SIOUX CORN PROCESSORS LP	4808 F AVE	MARCUS	CHEROKEE	IA	51035	LITTLE SIOUX CORN PROCESSORS LP	4808 F AVE	MARCUS	IA		51035	YES	NO	NO	NO	STEVE ROE	7123762800	2869							325193						42.82085	-95.7609	114150548										NO	STEVE.ROE@LITTLESIOUXCORNPROCESSORS.COM	
2011	GENERAL MANAGER	STEPHEN ROE	51035LTTLS488FA	LITTLE SIOUX CORN PROCESSORS LP	4808 F AVE	MARCUS	CHEROKEE	IA	51035	LITTLE SIOUX CORN PROCESSORS LP	4808 F AVE	MARCUS	IA		51035	YES	NO	NO	NO	STEVE ROE	7123762800	2869							325193						42.82085	-95.7609	114150548										NO	STEVE.ROE@LITTLESIOUXCORNPROCESSORS.COM	
2011	GENERAL MANAGER	STEPHEN ROE	51035LTTLS488FA	LITTLE SIOUX CORN PROCESSORS LP	4808 F AVE	MARCUS	CHEROKEE	IA	51035	LITTLE SIOUX CORN PROCESSORS LP	4808 F AVE	MARCUS	IA		51035	YES	NO	NO	NO	STEVE ROE	7123762800	2869							325193						42.82085	-95.7609	114150548										NO	STEVE.ROE@LITTLESIOUXCORNPROCESSORS.COM	
2011	GENERAL MANAGER	STEPHEN ROE	51035LTTLS488FA	LITTLE SIOUX CORN PROCESSORS LP	4808 F AVE	MARCUS	CHEROKEE	IA	51035	LITTLE SIOUX CORN PROCESSORS LP	4808 F AVE	MARCUS	IA		51035	YES	NO	NO	NO	STEVE ROE	7123762800	2869							325193						42.82085	-95.7609	114150548										NO	STEVE.ROE@LITTLESIOUXCORNPROCESSORS.COM	
2011	PLANT MANAGER	PAUL STEIGLEDER	52240JMSRV2000I	LOPAREX INC	2000 INDUSTRIAL PARK RD	IOWA CITY	JOHNSON	IA	52240	LOPAREX INC	2000 INDUSTRIAL PARK RD	IOWA CITY	IA		52240	YES	NO	NO	NO	ROD FOLKMANN	3193415047	2672							322222						41.63665	-91.49601									LOPAREX LLC		NO	ROD.FOLKMANN@LOPAREX.COM	
2011	PLANT MANAGER	PAUL STEIGLEDER	52240JMSRV2000I	LOPAREX INC	2000 INDUSTRIAL PARK RD	IOWA CITY	JOHNSON	IA	52240	LOPAREX INC	2000 INDUSTRIAL PARK RD	IOWA CITY	IA		52240	YES	NO	NO	NO	ROD FOLKMANN	3193415047	2672							322222						41.63665	-91.49601									LOPAREX LLC		NO	ROD.FOLKMANN@LOPAREX.COM	
2011	PLANT MANAGER	PAUL STEIGLEDER	52240JMSRV2000I	LOPAREX INC	2000 INDUSTRIAL PARK RD	IOWA CITY	JOHNSON	IA	52240	LOPAREX INC	2000 INDUSTRIAL PARK RD	IOWA CITY	IA		52240	YES	NO	NO	NO	ROD FOLKMANN	3193415047	2672							322222						41.63665	-91.49601									LOPAREX LLC		NO	ROD.FOLKMANN@LOPAREX.COM	
2011	VICE PRESIDENT	BRUCE CHAPIN	5010WLSDRY1149U	LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC	1149 U AVE	GRAND JUNCTION	GREENE	IA	50107	LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC	1149 U AVE	GRAND JUNCTION	IA		50107	YES	NO	NO	NO	FRANK MALOUF	5157382822								325193						42.0603	-94.23832	828558861								LOUIS DREYFUS CORP INC	828559265	NO	FRANK.MALOUF@LDCOM.COM	
2011	VICE PRESIDENT	BRUCE CHAPIN	5010WLSDRY1149U	LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC	1149 U AVE	GRAND JUNCTION	GREENE	IA	50107	LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC	1149 U AVE	GRAND JUNCTION	IA		50107	YES	NO	NO	NO	FRANK MALOUF	5157382822								325193						42.0603	-94.23832	828558861								LOUIS DREYFUS CORP INC	828559265	NO	FRANK.MALOUF@LDCOM.COM	
2011	VICE PRESIDENT	BRUCE CHAPIN	5010WLSDRY1149U	LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC	1149 U AVE	GRAND JUNCTION	GREENE	IA	50107	LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC	1149 U AVE	GRAND JUNCTION	IA		50107	YES	NO	NO	NO	FRANK MALOUF	5157382822								325193						42.0603	-94.23832	828558861								LOUIS DREYFUS CORP INC	828559265	NO	FRANK.MALOUF@LDCOM.COM	
2011	VICE PRESIDENT	BRUCE CHAPIN	5010WLSDRY1149U	LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC	1149 U AVE	GRAND JUNCTION	GREENE	IA	50107	LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC	1149 U AVE	GRAND JUNCTION	IA		50107	YES	NO	NO	NO	FRANK MALOUF	5157382822								325193						42.0603	-94.23832	828558861								LOUIS DREYFUS CORP INC	828559265	NO	FRANK.MALOUF@LDCOM.COM	
2011	VICE PRESIDENT	BRUCE CHAPIN	5010WLSDRY1149U	LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC	1149 U AVE	GRAND JUNCTION	GREENE	IA	50107	LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC	1149 U AVE	GRAND JUNCTION	IA		50107	YES	NO	NO	NO	FRANK MALOUF	5157382822								325193						42.0603	-94.23832	828558861								LOUIS DREYFUS CORP INC	828559265	NO	FRANK.MALOUF@LDCOM.COM	
2011	VICE PRESIDENT	BRUCE CHAPIN	5010WLSDRY1149U	LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC	1149 U AVE	GRAND JUNCTION	GREENE	IA	50107	LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC	1149 U AVE	GRAND JUNCTION	IA		50107	YES	NO	NO	NO	FRANK MALOUF	5157382822								325193						42.0603	-94.23832	828558861								LOUIS DREYFUS CORP INC	828559265	NO	FRANK.MALOUF@LDCOM.COM	
2011	VICE PRESIDENT	BRUCE CHAPIN	5010WLSDRY1149U	LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC	1149 U AVE	GRAND JUNCTION	GREENE	IA	50107	LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC	1149 U AVE	GRAND JUNCTION	IA		50107	YES	NO	NO	NO	FRANK MALOUF	5157382822								325193						42.0603	-94.23832	828558861								LOUIS DREYFUS CORP INC	828559265	NO	FRANK.MALOUF@LDCOM.COM	
2011	PLANT MANAGER	GREG HUDSON	52732LLNTN2001B	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	52732	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	IA		52732	YES	NO	NO	NO	RYAN STENSLAND	3197864171	4911							221112						41.808889	-90.232361	006941553								ALLIANT ENERGY CORP	006940522	NO	RYANSTENSLAND@ALLIANTENERGY.COM	
2011	PLANT MANAGER	GREG HUDSON	52732LLNTN2001B	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	52732	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	IA		52732	YES	NO	NO	NO	RYAN STENSLAND	3197864171	4911							221112						41.808889	-90.232361	006941553								ALLIANT ENERGY CORP	006940522	NO	RYANSTENSLAND@ALLIANTENERGY.COM	
2011	PLANT MANAGER	GREG HUDSON	52732LLNTN2001B	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	52732	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	IA		52732	YES	NO	NO	NO	RYAN STENSLAND	3197864171	4911							221112						41.808889	-90.232361	006941553								ALLIANT ENERGY CORP	006940522	NO	RYANSTENSLAND@ALLIANTENERGY.COM	
2011	PLANT MANAGER	GREG HUDSON	52732LLNTN2001B	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	52732	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	IA		52732	YES	NO	NO	NO	RYAN STENSLAND	3197864171	4911							221112						41.808889	-90.232361	006941553								ALLIANT ENERGY CORP	006940522	NO	RYANSTENSLAND@ALLIANTENERGY.COM	
2011	PLANT MANAGER	GREG HUDSON	52732LLNTN2001B	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	52732	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	IA		52732	YES	NO	NO	NO	RYAN STENSLAND	3197864171	4911							221112						41.808889	-90.232361	006941553								ALLIANT ENERGY CORP	006940522	NO	RYANSTENSLAND@ALLIANTENERGY.COM	
2011	PLANT MANAGER	GREG HUDSON	52732LLNTN2001B	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	52732	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	IA		52732	YES	NO	NO	NO	RYAN STENSLAND	3197864171	4911							221112						41.808889	-90.232361	006941553								ALLIANT ENERGY CORP	006940522	NO	RYANSTENSLAND@ALLIANTENERGY.COM	
2011	PLANT MANAGER	GREG HUDSON	52732LLNTN2001B	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	52732	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	IA		52732	YES	NO	NO	NO	RYAN STENSLAND	3197864171	4911							221112						41.808889	-90.232361	006941553								ALLIANT ENERGY CORP	006940522	NO	RYANSTENSLAND@ALLIANTENERGY.COM	
2011	PLANT MANAGER	GREG HUDSON	52732LLNTN2001B	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	52732	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	IA		52732	YES	NO	NO	NO	RYAN STENSLAND	3197864171	4911							221112						41.808889	-90.232361	006941553								ALLIANT ENERGY CORP	006940522	NO	RYANSTENSLAND@ALLIANTENERGY.COM	
2011	PLANT MANAGER	GREG HUDSON	52732LLNTN2001B	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	52732	M L KAPP GENERATING STATION	2001 BEAVER CHANNEL PKWY	CLINTON	IA		52732	YES	NO	NO	NO	RYAN STENSLAND	3197864171	4911							221112						41.808889	-90.232361	006941553								ALLIANT ENERGY CORP	006940522	NO	RYANSTENSLAND@ALLIANTENERGY.COM	
2011	PLANT MANAGER	BRUCE KREUTZER	50022JPTRNWESTH	MAHLE ENGINE COMPONENTS USA INC	60428 MARNE RD	ATLANTIC	CASS	IA	50022	MAHLE ENGINE COMPONENTS USA INC	60428 MARNE RD	ATLANTIC	IA		50022	YES	NO	NO	NO	JERRY HULTGREN	7122435060	3714							336399						41.41413	-95.03399	056417249								MAHLE GROUP	096372883	NO	JERRY.HULTGREN@US.MAHLE.COM	
2011	PLANT MANAGER	BRUCE KREUTZER	50022JPTRNWESTH	MAHLE ENGINE COMPONENTS USA INC	60428 MARNE RD	ATLANTIC	CASS	IA	50022	MAHLE ENGINE COMPONENTS USA INC	60428 MARNE RD	ATLANTIC	IA		50022	YES	NO	NO	NO	JERRY HULTGREN	7122435060	3714							336399						41.41413	-95.03399	056417249								MAHLE GROUP	096372883	NO	JERRY.HULTGREN@US.MAHLE.COM	
2011	DIRECTOR OF OPERATIONS	JOHN FEATHER	50273PRRMN505EM	MAHLE FILTER SYSTEMS NORTH AMERICA INC	505 E MADISON AVE	WINTERSET	MADISON	IA	50273	MAHLE FILTER SYSTEMS NORTH AMERICA INC	505 E MADISON AVE	WINTERSET	IA		50273	YES	NO	NO	NO	JODI ALLEN	5154625226	3714							336312						41.3475	-94.011389	135049802		IAD984568154								NO	JODI.ALLEN@US.MAHLE.COM	
2011	OPERATIONS MANAGER	JEFF SABRASKI	51640MNLDR100GE	MANILDRA MILLING CO	100 GEORGE ST	HAMBURG	FREMONT	IA	51640	MANILDRA MILLING CO	100 GEORGE ST	HAMBURG	IA		51640	YES	NO	NO	NO	BETH PHILLIPS	7123822265	2041	2869						311221						40.597722	-95.665694	122022809								HONAN HOLDING'S USA INC		NO	BPHILLIPS@MANILDRAUSA.COM	
2011	VICE PRESIDENT OF MANUFACTURING	JOHN FREUND	52060MQKTC141JA	MAQUOKETA CO	141 JACOBSEN DR	MAQUOKETA	JACKSON	IA	52060	MAQUOKETA CO	141 JACOBSEN DR	MAQUOKETA	IA		52060	YES	NO	NO	NO	PAUL GREGORY	5635872109								332919						42.062409	-90.646879									MORRISON BROTHERS CO	005103825	NO	PGREGORY@MORBROS.COM	
2011	VICE PRESIDENT OF MANUFACTURING	JOHN FREUND	52060MQKTC141JA	MAQUOKETA CO	141 JACOBSEN DR	MAQUOKETA	JACKSON	IA	52060	MAQUOKETA CO	141 JACOBSEN DR	MAQUOKETA	IA		52060	YES	NO	NO	NO	PAUL GREGORY	5635872109								332919						42.062409	-90.646879									MORRISON BROTHERS CO	005103825	NO	PGREGORY@MORBROS.COM	
2011	VP OPERATIONS	CLAYTON SHIMEALL	50703BRTCH1205P	MASTERBRAND CABINETS WATERLOO OPERATIONS	1205 PETERS DR	WATERLOO	BLACK HAWK	IA	50703	MASTERBRAND CABINETS WATERLOO OPERATIONS	1205 PETERS DR	WATERLOO	IA		50703	YES	NO	NO	NO	JEFF ORR	3192355862	2434							337110						42.53982	-92.36185	039950845								FORTUNE BRANDS INC	968556774	NO	JORR@OMEGACAB.COM	
2011	VP OPERATIONS	CLAYTON SHIMEALL	50703BRTCH1205P	MASTERBRAND CABINETS WATERLOO OPERATIONS	1205 PETERS DR	WATERLOO	BLACK HAWK	IA	50703	MASTERBRAND CABINETS WATERLOO OPERATIONS	1205 PETERS DR	WATERLOO	IA		50703	YES	NO	NO	NO	JEFF ORR	3192355862	2434							337110						42.53982	-92.36185	039950845								FORTUNE BRANDS INC	968556774	NO	JORR@OMEGACAB.COM	
2011	VP OPERATIONS	CLAYTON SHIMEALL	50703BRTCH1205P	MASTERBRAND CABINETS WATERLOO OPERATIONS	1205 PETERS DR	WATERLOO	BLACK HAWK	IA	50703	MASTERBRAND CABINETS WATERLOO OPERATIONS	1205 PETERS DR	WATERLOO	IA		50703	YES	NO	NO	NO	JEFF ORR	3192355862	2434							337110						42.53982	-92.36185	039950845								FORTUNE BRANDS INC	968556774	NO	JORR@OMEGACAB.COM	
2011	VP OPERATIONS	CLAYTON SHIMEALL	50703BRTCH1205P	MASTERBRAND CABINETS WATERLOO OPERATIONS	1205 PETERS DR	WATERLOO	BLACK HAWK	IA	50703	MASTERBRAND CABINETS WATERLOO OPERATIONS	1205 PETERS DR	WATERLOO	IA		50703	YES	NO	NO	NO	JEFF ORR	3192355862	2434							337110						42.53982	-92.36185	039950845								FORTUNE BRANDS INC	968556774	NO	JORR@OMEGACAB.COM	
2011	VP OPERATIONS	CLAYTON SHIMEALL	50703BRTCH1205P	MASTERBRAND CABINETS WATERLOO OPERATIONS	1205 PETERS DR	WATERLOO	BLACK HAWK	IA	50703	MASTERBRAND CABINETS WATERLOO OPERATIONS	1205 PETERS DR	WATERLOO	IA		50703	YES	NO	NO	NO	JEFF ORR	3192355862	2434							337110						42.53982	-92.36185	039950845								FORTUNE BRANDS INC	968556774	NO	JORR@OMEGACAB.COM	
2011	VICE PESIDENT	JAY MCKEE	52761MCKBT1000H	MCKEE BUTTON	1000 HERSHEY AVE	MUSCATINE	MUSCATINE	IA	52761	MCKEE BUTTON	PO BOX 230	MUSCATINE	IA		52761	YES	NO	NO	NO	JAY MCKEE	5632632421	3965							339993						41.4153	-91.05517	005269725										NO	JMCKEE@MCKEEBUTTON.COM	
2011	PRESIDENT	BRUCE MEMINGER	52748MMNGR11ELE	MEMINGER METAL FINISHING INC	1100 E LECLAIRE RD	ELDRIDGE	SCOTT	IA	52748	MEMINGER METAL FINISHING INC	PO BOX 225	ALEDO	IL		61231	YES	NO	NO	NO	TRENT KAUFMAN	3095823363								332813						41.654915	-90.570614	199971797								MEMINGER METAL FINISHING INC		NO	TKAUFMAN@MMF-INC.COM	
2011	EH&S MANAGER	RANDALL KEHRES	50588FRSNF2897E	MERIDIAN MANUFACTURING GROUP	2902 EXPANSION BLVD	STORM LAKE	BUENA VISTA	IA	50588	MERIDIAN MANUFACTURING GROUP	2902 EXPANSION BLVD	STORM LAKE	IA		50588	YES	NO	NO	NO	RANDY KEHRES	7127321780	3443							332439	332420					42.635436	-95.159818	198066706										NO	RKEHRES@MERIDIANMFG.COM	
2011	GENERAL MANAGER	WILLIAM WHITNEY	51101GRGNL11512	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	WOODBURY	IA	51054	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	IA		51054	YES	NO	NO	NO	WILLIAM R WHITNEY	7122775222	4911							221112						42.327409	-96.367843	048531151								BERKSHIRE HATHAWAY	884718768	NO	WRWHITNEY@MIDAMERICAN.COM	
2011	GENERAL MANAGER	WILLIAM WHITNEY	51101GRGNL11512	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	WOODBURY	IA	51054	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	IA		51054	YES	NO	NO	NO	WILLIAM R WHITNEY	7122775222	4911							221112						42.327409	-96.367843	048531151								BERKSHIRE HATHAWAY	884718768	NO	WRWHITNEY@MIDAMERICAN.COM	
2011	GENERAL MANAGER	WILLIAM WHITNEY	51101GRGNL11512	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	WOODBURY	IA	51054	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	IA		51054	YES	NO	NO	NO	WILLIAM R WHITNEY	7122775222	4911							221112						42.327409	-96.367843	048531151								BERKSHIRE HATHAWAY	884718768	NO	WRWHITNEY@MIDAMERICAN.COM	
2011	GENERAL MANAGER	WILLIAM WHITNEY	51101GRGNL11512	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	WOODBURY	IA	51054	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	IA		51054	YES	NO	NO	NO	WILLIAM R WHITNEY	7122775222	4911							221112						42.327409	-96.367843	048531151								BERKSHIRE HATHAWAY	884718768	NO	WRWHITNEY@MIDAMERICAN.COM	
2011	GENERAL MANAGER	WILLIAM WHITNEY	51101GRGNL11512	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	WOODBURY	IA	51054	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	IA		51054	YES	NO	NO	NO	WILLIAM R WHITNEY	7122775222	4911							221112						42.327409	-96.367843	048531151								BERKSHIRE HATHAWAY	884718768	NO	WRWHITNEY@MIDAMERICAN.COM	
2011	GENERAL MANAGER	WILLIAM WHITNEY	51101GRGNL11512	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	WOODBURY	IA	51054	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	IA		51054	YES	NO	NO	NO	WILLIAM R WHITNEY	7122775222	4911							221112						42.327409	-96.367843	048531151								BERKSHIRE HATHAWAY	884718768	NO	WRWHITNEY@MIDAMERICAN.COM	
2011	GENERAL MANAGER	WILLIAM WHITNEY	51101GRGNL11512	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	WOODBURY	IA	51054	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	IA		51054	YES	NO	NO	NO	WILLIAM R WHITNEY	7122775222	4911							221112						42.327409	-96.367843	048531151								BERKSHIRE HATHAWAY	884718768	NO	WRWHITNEY@MIDAMERICAN.COM	
2011	GENERAL MANAGER	WILLIAM WHITNEY	51101GRGNL11512	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	WOODBURY	IA	51054	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	IA		51054	YES	NO	NO	NO	WILLIAM R WHITNEY	7122775222	4911							221112						42.327409	-96.367843	048531151								BERKSHIRE HATHAWAY	884718768	NO	WRWHITNEY@MIDAMERICAN.COM	
2011	GENERAL MANAGER	WILLIAM WHITNEY	51101GRGNL11512	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	WOODBURY	IA	51054	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	IA		51054	YES	NO	NO	NO	WILLIAM R WHITNEY	7122775222	4911							221112						42.327409	-96.367843	048531151								BERKSHIRE HATHAWAY	884718768	NO	WRWHITNEY@MIDAMERICAN.COM	
2011	GENERAL MANAGER	WILLIAM WHITNEY	51101GRGNL11512	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	WOODBURY	IA	51054	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	IA		51054	YES	NO	NO	NO	WILLIAM R WHITNEY	7122775222	4911							221112						42.327409	-96.367843	048531151								BERKSHIRE HATHAWAY	884718768	NO	WRWHITNEY@MIDAMERICAN.COM	
2011	GENERAL MANAGER	WILLIAM WHITNEY	51101GRGNL11512	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	WOODBURY	IA	51054	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	IA		51054	YES	NO	NO	NO	WILLIAM R WHITNEY	7122775222	4911							221112						42.327409	-96.367843	048531151								BERKSHIRE HATHAWAY	884718768	NO	WRWHITNEY@MIDAMERICAN.COM	
2011	GENERAL MANAGER	WILLIAM WHITNEY	51101GRGNL11512	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	WOODBURY	IA	51054	MIDAMERICAN ENERGY CO GEORGE NEAL NORTH	1151 260TH ST	SERGEANT BLUFF	IA		51054	YES	NO	NO	NO	WILLIAM R WHITNEY	7122775222	4911							221112						42.327409	-96.367843	048531151								BERKSHIRE HATHAWAY	884718768	NO	WRWHITNEY@MIDAMERICAN.COM	
2011	GENERAL MANAGER	MATTHEW FINNEGAN	51501CNCLB2115N	MIDAMERICAN ENERGY CO WALTER SCOTT JR ENERGY CENTER	7215 NAVAJO ST	COUNCIL BLUFFS	POTTAWATTAMIE	IA	51501	MIDAMERICAN ENERGY CO WALTER SCOTT JR ENERGY CENTER	7215 NAVAJO ST	COUNCIL BLUFFS	IA		51501	YES	NO	NO	NO	MATTHEW FINNEGAN	7123665365	4911							221112						41.18043	-95.83903	809776768								BERKSHIRE HATHAWAY	884718768	NO	MFINNEGAN@MIDAMERICAN.COM	
2011	GENERAL MANAGER	MATTHEW FINNEGAN	51501CNCLB2115N	MIDAMERICAN ENERGY CO WALTER SCOTT JR ENERGY CENTER	7215 NAVAJO ST	COUNCIL BLUFFS	POTTAWATTAMIE	IA	51501	MIDAMERICAN ENERGY CO WALTER SCOTT JR ENERGY CENTER	7215 NAVAJO ST	COUNCIL BLUFFS	IA		51501	YES	NO	NO	NO	MATTHEW FINNEGAN	7123665365	4911							221112						41.18043	-95.83903	809776768								BERKSHIRE HATHAWAY	884718768	NO	MFINNEGAN@MIDAMERICAN.COM	
2011	GENERAL MANAGER	MATTHEW FINNEGAN	51501CNCLB2115N	MIDAMERICAN ENERGY CO WALTER SCOTT JR ENERGY CENTER	7215 NAVAJO ST	COUNCIL BLUFFS	POTTAWATTAMIE	IA	51501	MIDAMERICAN ENERGY CO WALTER SCOTT JR ENERGY CENTER	7215 NAVAJO ST	COUNCIL BLUFFS	IA		51501	YES	NO	NO	NO	MATTHEW FINNEGAN	7123665365	4911							221112						41.18043	-95.83903	809776768								BERKSHIRE HATHAWAY	884718768	NO	MFINNEGAN@MIDAMERICAN.COM	
2011	GENERAL MANAGER	MATTHEW FINNEGAN	51501CNCLB2115N	MIDAMERICAN ENERGY CO WALTER SCOTT JR ENERGY CENTER	7215 NAVAJO ST	COUNCIL BLUFFS	POTTAWATTAMIE	IA	51501	MIDAMERICAN ENERGY CO WALTER SCOTT JR ENERGY CENTER	7215 NAVAJO ST	COUNCIL BLUFFS	IA		51501	YES	NO	NO	NO	MATTHEW FINNEGAN	7123665365	4911							221112						41.18043	-95.83903	809776768								BERKSHIRE HATHAWAY	884718768	NO	MFINNEGAN@MIDAMERICAN.COM	
