REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	ENVIRONMENTAL, HEALTH AND SAFETY MANAGER	GARY CUSHING	42025LCBNDSYMSO	3A COMPOSITES USA INC	280 W 5TH ST	BENTON	MARSHALL	KY	42025	3A COMPOSITES USA INC	280 W 5TH ST	BENTON	KY		42025	YES	NO	NO	NO	GARY A. CUSHING	2705274278	3081	3083						326130						36.86642	-88.35834	056819287								3A COMPOSITES USA INC		NO	GARY.CUSHING@3ACOMPOSITES.COM	
2011	PLANT LEADER	DOMINIC PITOCCO	42431GRCRFUSHWY	GE AVIATION	3050 NEBO RD	MADISONVILLE	HOPKINS	KY	42431	GE AVIATION	3050 NEBO RD	MADISONVILLE	KY		42431	YES	NO	NO	NO	SIERRA PHILLIPS	2708256479	3724							336412						37.354104	-87.539987	074047556								GENERAL ELECTRIC CO (GE CO)	001367960	NO	SIERRA.PHILLIPS@GE.COM	
2011	PLANT LEADER	DOMINIC PITOCCO	42431GRCRFUSHWY	GE AVIATION	3050 NEBO RD	MADISONVILLE	HOPKINS	KY	42431	GE AVIATION	3050 NEBO RD	MADISONVILLE	KY		42431	YES	NO	NO	NO	SIERRA PHILLIPS	2708256479	3724							336412						37.354104	-87.539987	074047556								GENERAL ELECTRIC CO (GE CO)	001367960	NO	SIERRA.PHILLIPS@GE.COM	
2011	PLANT LEADER	DOMINIC PITOCCO	42431GRCRFUSHWY	GE AVIATION	3050 NEBO RD	MADISONVILLE	HOPKINS	KY	42431	GE AVIATION	3050 NEBO RD	MADISONVILLE	KY		42431	YES	NO	NO	NO	SIERRA PHILLIPS	2708256479	3724							336412						37.354104	-87.539987	074047556								GENERAL ELECTRIC CO (GE CO)	001367960	NO	SIERRA.PHILLIPS@GE.COM	
2011	SENIOR MANAGER MANUFACTURING	ROBERT WILSON	40601HTMTV1030H	GECOM CORP	1030 HOOVER BLVD	FRANKFORT	FRANKLIN	KY	40601	GECOM CORP	1030 HOOVER BLVD	FRANKFORT	KY		40601	YES	NO	NO	NO	ROBERT WILSON	5026954000	3465	3714						336370	336360					38.164266	-84.80959	602117442								GECOM CORP	180021321	NO	ROBERT_WILSON@GECOMCORP.COM	
2011	SENIOR MANAGER MANUFACTURING	ROBERT WILSON	40601HTMTV1030H	GECOM CORP	1030 HOOVER BLVD	FRANKFORT	FRANKLIN	KY	40601	GECOM CORP	1030 HOOVER BLVD	FRANKFORT	KY		40601	YES	NO	NO	NO	ROBERT WILSON	5026954000	3465	3714						336370	336360					38.164266	-84.80959	602117442								GECOM CORP	180021321	NO	ROBERT_WILSON@GECOMCORP.COM	
2011	PLANT MANAGER	PAUL FURTADO	40342GNRLC1381B	GENERAL CABLE CORP	1381 BYPASS N	LAWRENCEBURG	ANDERSON	KY	40342	GENERAL CABLE CORP	1381 BYPASS N	LAWRENCEBURG	KY		40342	YES	NO	NO	NO	HEATHER ALEXANDER	5028396983	3357							335929						38.06194	-84.92108	793463209								GENERAL CABLE CORP	793463209	NO	HALEXANDER@GENERALCABLE.COM	
2011	PLANT MANAGER	PAUL FURTADO	40342GNRLC1381B	GENERAL CABLE CORP	1381 BYPASS N	LAWRENCEBURG	ANDERSON	KY	40342	GENERAL CABLE CORP	1381 BYPASS N	LAWRENCEBURG	KY		40342	YES	NO	NO	NO	HEATHER ALEXANDER	5028396983	3357							335929						38.06194	-84.92108	793463209								GENERAL CABLE CORP	793463209	NO	HALEXANDER@GENERALCABLE.COM	
2011	PLANT MANAGER	PAUL FURTADO	40342GNRLC1381B	GENERAL CABLE CORP	1381 BYPASS N	LAWRENCEBURG	ANDERSON	KY	40342	GENERAL CABLE CORP	1381 BYPASS N	LAWRENCEBURG	KY		40342	YES	NO	NO	NO	HEATHER ALEXANDER	5028396983	3357							335929						38.06194	-84.92108	793463209								GENERAL CABLE CORP	793463209	NO	HALEXANDER@GENERALCABLE.COM	
2011	PLANT MANAGER	PAUL FURTADO	40342GNRLC1381B	GENERAL CABLE CORP	1381 BYPASS N	LAWRENCEBURG	ANDERSON	KY	40342	GENERAL CABLE CORP	1381 BYPASS N	LAWRENCEBURG	KY		40342	YES	NO	NO	NO	HEATHER ALEXANDER	5028396983	3357							335929						38.06194	-84.92108	793463209								GENERAL CABLE CORP	793463209	NO	HALEXANDER@GENERALCABLE.COM	
2011	PLANT MANAGER	DAVE TATMAN	42101GNRLMI65US	GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT	600 CORVETTE DR	BOWLING GREEN	WARREN	KY	42101	GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT	600 CORVETTE DR	BOWLING GREEN	KY		42101	YES	NO	NO	NO	KIM CARPENTER	3136670179	3711							336111						37.013333	-86.365	099769952								GENERAL MOTORS LLC	831247536	NO	KIMBERLY.CARPENTER@GM.COM	
2011	PLANT MANAGER	DAVE TATMAN	42101GNRLMI65US	GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT	600 CORVETTE DR	BOWLING GREEN	WARREN	KY	42101	GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT	600 CORVETTE DR	BOWLING GREEN	KY		42101	YES	NO	NO	NO	KIM CARPENTER	3136670179	3711							336111						37.013333	-86.365	099769952								GENERAL MOTORS LLC	831247536	NO	KIMBERLY.CARPENTER@GM.COM	
2011	PLANT MANAGER	DAVE TATMAN	42101GNRLMI65US	GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT	600 CORVETTE DR	BOWLING GREEN	WARREN	KY	42101	GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT	600 CORVETTE DR	BOWLING GREEN	KY		42101	YES	NO	NO	NO	KIM CARPENTER	3136670179	3711							336111						37.013333	-86.365	099769952								GENERAL MOTORS LLC	831247536	NO	KIMBERLY.CARPENTER@GM.COM	
2011	PLANT MANAGER	DAVE TATMAN	42101GNRLMI65US	GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT	600 CORVETTE DR	BOWLING GREEN	WARREN	KY	42101	GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT	600 CORVETTE DR	BOWLING GREEN	KY		42101	YES	NO	NO	NO	KIM CARPENTER	3136670179	3711							336111						37.013333	-86.365	099769952								GENERAL MOTORS LLC	831247536	NO	KIMBERLY.CARPENTER@GM.COM	
2011	PLANT MANAGER	DAVE TATMAN	42101GNRLMI65US	GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT	600 CORVETTE DR	BOWLING GREEN	WARREN	KY	42101	GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT	600 CORVETTE DR	BOWLING GREEN	KY		42101	YES	NO	NO	NO	KIM CARPENTER	3136670179	3711							336111						37.013333	-86.365	099769952								GENERAL MOTORS LLC	831247536	NO	KIMBERLY.CARPENTER@GM.COM	
2011	PLANT MANAGER	DAVE TATMAN	42101GNRLMI65US	GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT	600 CORVETTE DR	BOWLING GREEN	WARREN	KY	42101	GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT	600 CORVETTE DR	BOWLING GREEN	KY		42101	YES	NO	NO	NO	KIM CARPENTER	3136670179	3711							336111						37.013333	-86.365	099769952								GENERAL MOTORS LLC	831247536	NO	KIMBERLY.CARPENTER@GM.COM	
2011	PLANT MANAGER	DAVE TATMAN	42101GNRLMI65US	GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT	600 CORVETTE DR	BOWLING GREEN	WARREN	KY	42101	GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT	600 CORVETTE DR	BOWLING GREEN	KY		42101	YES	NO	NO	NO	KIM CARPENTER	3136670179	3711							336111						37.013333	-86.365	099769952								GENERAL MOTORS LLC	831247536	NO	KIMBERLY.CARPENTER@GM.COM	
2011	PLANT MANAGER	DAVE TATMAN	42101GNRLMI65US	GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT	600 CORVETTE DR	BOWLING GREEN	WARREN	KY	42101	GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT	600 CORVETTE DR	BOWLING GREEN	KY		42101	YES	NO	NO	NO	KIM CARPENTER	3136670179	3711							336111						37.013333	-86.365	099769952								GENERAL MOTORS LLC	831247536	NO	KIMBERLY.CARPENTER@GM.COM	
2011	WORKS MANAGER	YAN CHANG	42029NRTHSPOBOX	GERDAU AMERISTEEL US INC	1035 SHAR-CAL RD	CALVERT CITY	MARSHALL	KY	42029	GERDAU AMERISTEEL US INC	1035 SHAR-CAL RD	CALVERT CITY	KY		42029	YES	NO	NO	NO	YAN CHANG	2703953105	3312							331221						37.05202	-88.39506	627168417								GERDAU GROUP	004093456	NO	YAN.CHANG@GERDAU.COM	
2011	WORKS MANAGER	YAN CHANG	42029NRTHSPOBOX	GERDAU AMERISTEEL US INC	1035 SHAR-CAL RD	CALVERT CITY	MARSHALL	KY	42029	GERDAU AMERISTEEL US INC	1035 SHAR-CAL RD	CALVERT CITY	KY		42029	YES	NO	NO	NO	YAN CHANG	2703953105	3312							331221						37.05202	-88.39506	627168417								GERDAU GROUP	004093456	NO	YAN.CHANG@GERDAU.COM	
2011	WORKS MANAGER	YAN CHANG	42029NRTHSPOBOX	GERDAU AMERISTEEL US INC	1035 SHAR-CAL RD	CALVERT CITY	MARSHALL	KY	42029	GERDAU AMERISTEEL US INC	1035 SHAR-CAL RD	CALVERT CITY	KY		42029	YES	NO	NO	NO	YAN CHANG	2703953105	3312							331221						37.05202	-88.39506	627168417								GERDAU GROUP	004093456	NO	YAN.CHANG@GERDAU.COM	
2011	WORKS MANAGER	YAN CHANG	42029NRTHSPOBOX	GERDAU AMERISTEEL US INC	1035 SHAR-CAL RD	CALVERT CITY	MARSHALL	KY	42029	GERDAU AMERISTEEL US INC	1035 SHAR-CAL RD	CALVERT CITY	KY		42029	YES	NO	NO	NO	YAN CHANG	2703953105	3312							331221						37.05202	-88.39506	627168417								GERDAU GROUP	004093456	NO	YAN.CHANG@GERDAU.COM	
2011	WORKS MANAGER	YAN CHANG	42029NRTHSPOBOX	GERDAU AMERISTEEL US INC	1035 SHAR-CAL RD	CALVERT CITY	MARSHALL	KY	42029	GERDAU AMERISTEEL US INC	1035 SHAR-CAL RD	CALVERT CITY	KY		42029	YES	NO	NO	NO	YAN CHANG	2703953105	3312							331221						37.05202	-88.39506	627168417								GERDAU GROUP	004093456	NO	YAN.CHANG@GERDAU.COM	
2011	DIRECTOR OF OPERATIONS	LORRAINE YEAGER	41042GVDNF95SAM	GIVAUDAN FLAVORS CORP	9500 SAM NEACE DR	FLORENCE	BOONE	KY	41042	GIVAUDAN FLAVORS CORP	9500 SAM NEACE DR	FLORENCE	KY		41042	YES	NO	NO	NO	JEFF PEPPET	5139485655								311999						38.96426	-84.62897	020107962								GIVAUDAN US INC	007804680	NO	JEFF.PEPPET@GIVAUDAN.COM	
2011	DIRECTOR OF OPERATIONS	LORRAINE YEAGER	41042GVDNF95SAM	GIVAUDAN FLAVORS CORP	9500 SAM NEACE DR	FLORENCE	BOONE	KY	41042	GIVAUDAN FLAVORS CORP	9500 SAM NEACE DR	FLORENCE	KY		41042	YES	NO	NO	NO	JEFF PEPPET	5139485655								311999						38.96426	-84.62897	020107962								GIVAUDAN US INC	007804680	NO	JEFF.PEPPET@GIVAUDAN.COM	
2011	EH&S DIRECTOR	JIM WESSEL	41097SNMNF107IN	GOTEC PLUS SUN LLC	107 INDUSTRIAL RD	WILLIAMSTOWN	GRANT	KY	41097	GOTEC PLUS SUN LLC	107 INDUSTRIAL RD	WILLIAMSTOWN	KY		41097	YES	NO	NO	NO	DON FITZGERALD	8598245004	3465							332812						38.64552	-84.57159	032313694								GOTEC PLUS SUN LLC	032313694	NO	D.FITZGERALD@GOTEC-GROUP.COM	
2011	EH&S DIRECTOR	JIM WESSEL	41097SNMNF107IN	GOTEC PLUS SUN LLC	107 INDUSTRIAL RD	WILLIAMSTOWN	GRANT	KY	41097	GOTEC PLUS SUN LLC	107 INDUSTRIAL RD	WILLIAMSTOWN	KY		41097	YES	NO	NO	NO	DON FITZGERALD	8598245004	3465							332812						38.64552	-84.57159	032313694								GOTEC PLUS SUN LLC	032313694	NO	D.FITZGERALD@GOTEC-GROUP.COM	
2011	EH&S DIRECTOR	JIM WESSEL	41097SNMNF107IN	GOTEC PLUS SUN LLC	107 INDUSTRIAL RD	WILLIAMSTOWN	GRANT	KY	41097	GOTEC PLUS SUN LLC	107 INDUSTRIAL RD	WILLIAMSTOWN	KY		41097	YES	NO	NO	NO	DON FITZGERALD	8598245004	3465							332812						38.64552	-84.57159	032313694								GOTEC PLUS SUN LLC	032313694	NO	D.FITZGERALD@GOTEC-GROUP.COM	
2011	EH&S DIRECTOR	JIM WESSEL	41097SNMNF107IN	GOTEC PLUS SUN LLC	107 INDUSTRIAL RD	WILLIAMSTOWN	GRANT	KY	41097	GOTEC PLUS SUN LLC	107 INDUSTRIAL RD	WILLIAMSTOWN	KY		41097	YES	NO	NO	NO	DON FITZGERALD	8598245004	3465							332812						38.64552	-84.57159	032313694								GOTEC PLUS SUN LLC	032313694	NO	D.FITZGERALD@GOTEC-GROUP.COM	
2011	PLANT MANAGER	MONTY MOORE	4234WGRMTX1GURM	GOURMET EXPRESS	100 GOURMET DINING DR	GREENVILLE	MUHLENBERG	KY	42345	GOURMET EXPRESS	PO BOX 258	GREENVILLE	KY		42345	YES	NO	NO	NO	MONTY E. MOORE	2703773900								311412						37.21948	-87.17669	829726483										NO		
2011	CONSULTANT		4047WGRSPR11CNT	GR SPRING & STAMPING INC	110 CONTINENTAL DR	RICHMOND	MADISON	KY	40475	GR SPRING & STAMPING INC	110 CONTINENTAL DR	RICHMOND	KY		40475	YES	NO	NO	NO	JEN ROBINSON	6163642080								336370						37.69159	-84.26244									HZ INDUSTRIES	006018311	NO	JENNIFERROBINSON@GRS-S.COM	
2011	CONSULTANT		4047WGRSPR11CNT	GR SPRING & STAMPING INC	110 CONTINENTAL DR	RICHMOND	MADISON	KY	40475	GR SPRING & STAMPING INC	110 CONTINENTAL DR	RICHMOND	KY		40475	YES	NO	NO	NO	JEN ROBINSON	6163642080								336370						37.69159	-84.26244									HZ INDUSTRIES	006018311	NO	JENNIFERROBINSON@GRS-S.COM	
2011	CONSULTANT		4047WGRSPR11CNT	GR SPRING & STAMPING INC	110 CONTINENTAL DR	RICHMOND	MADISON	KY	40475	GR SPRING & STAMPING INC	110 CONTINENTAL DR	RICHMOND	KY		40475	YES	NO	NO	NO	JEN ROBINSON	6163642080								336370						37.69159	-84.26244									HZ INDUSTRIES	006018311	NO	JENNIFERROBINSON@GRS-S.COM	
2011	CONSULTANT		4047WGRSPR11CNT	GR SPRING & STAMPING INC	110 CONTINENTAL DR	RICHMOND	MADISON	KY	40475	GR SPRING & STAMPING INC	110 CONTINENTAL DR	RICHMOND	KY		40475	YES	NO	NO	NO	JEN ROBINSON	6163642080								336370						37.69159	-84.26244									HZ INDUSTRIES	006018311	NO	JENNIFERROBINSON@GRS-S.COM	
2011	VICE PRESIDENT	DANIEL BOWERS	41056GRNTK1725D	GREEN TOKAI CO - MAYSVILLE	1725 DOWNING DR	MAYSVILLE	MASON	KY	41056	GREEN TOKAI CO - MAYSVILLE	1725 DOWNING DR	MAYSVILLE	KY		41056	YES	NO	NO	NO	JOE KISKADEN	6067594445	3714							336399						38.646837	-83.832841	937871887								GREEN TOKAI CO LTD		NO	JKISKADEN@GREENTOKAI.COM	
2011	VICE PRESIDENT	DANIEL BOWERS	41056GRNTK1725D	GREEN TOKAI CO - MAYSVILLE	1725 DOWNING DR	MAYSVILLE	MASON	KY	41056	GREEN TOKAI CO - MAYSVILLE	1725 DOWNING DR	MAYSVILLE	KY		41056	YES	NO	NO	NO	JOE KISKADEN	6067594445	3714							336399						38.646837	-83.832841	937871887								GREEN TOKAI CO LTD		NO	JKISKADEN@GREENTOKAI.COM	
2011	VICE PRESIDENT	DANIEL BOWERS	41056GRNTK1725D	GREEN TOKAI CO - MAYSVILLE	1725 DOWNING DR	MAYSVILLE	MASON	KY	41056	GREEN TOKAI CO - MAYSVILLE	1725 DOWNING DR	MAYSVILLE	KY		41056	YES	NO	NO	NO	JOE KISKADEN	6067594445	3714							336399						38.646837	-83.832841	937871887								GREEN TOKAI CO LTD		NO	JKISKADEN@GREENTOKAI.COM	
2011	VICE PRESIDENT	DANIEL BOWERS	41056GRNTK1725D	GREEN TOKAI CO - MAYSVILLE	1725 DOWNING DR	MAYSVILLE	MASON	KY	41056	GREEN TOKAI CO - MAYSVILLE	1725 DOWNING DR	MAYSVILLE	KY		41056	YES	NO	NO	NO	JOE KISKADEN	6067594445	3714							336399						38.646837	-83.832841	937871887								GREEN TOKAI CO LTD		NO	JKISKADEN@GREENTOKAI.COM	
2011	PLANT MANAGER	PAUL PRICE	42701RLLRB200PE	GREENBRIER RAIL SERVICES ELIZABETHTOWN	204 PETERSON DR	ELIZABETHTOWN	HARDIN	KY	42701	GREENBRIER RAIL SERVICES ELIZABETHTOWN	204 PETERSON DR	ELIZABETHTOWN	KY		42701	YES	NO	NO	NO	PAUL PRICE	8772951695	3562							332991						37.680026	-85.891489	196944409								MERIDIAN RAIL ACQUISITION CORP DBA GREENBRIER RAIL SERVICES	196944409	NO	PAUL.PRICE@GBRX.COM	
2011	PLANT MANAGER	PETER LOEBS	41042VNLRC7425I	GREIF PACKAGING LLC	7425 INDUSTRIAL RD	FLORENCE	BOONE	KY	41042	GREIF PACKAGING LLC	7425 INDUSTRIAL RD	FLORENCE	KY		41042	YES	NO	NO	NO	PETE LOEBS	8592823141	3412							332439						38.97976	-84.63162	107520991								GREIF INC	004282661	NO	PETE.LOEBS@GREIF.COM	
2011	PLANT MANAGER	PETER LOEBS	41042VNLRC7425I	GREIF PACKAGING LLC	7425 INDUSTRIAL RD	FLORENCE	BOONE	KY	41042	GREIF PACKAGING LLC	7425 INDUSTRIAL RD	FLORENCE	KY		41042	YES	NO	NO	NO	PETE LOEBS	8592823141	3412							332439						38.97976	-84.63162	107520991								GREIF INC	004282661	NO	PETE.LOEBS@GREIF.COM	
2011	VP OF ENVIRONMENTAL RISK	DOUG IRVIN	41006GRFFN1176B	GRIFFIN INDUSTRIES LLC	1176 BRYAN GRIFFIN RD	BUTLER	PENDLETON	KY	41006	GRIFFIN INDUSTRIES LLC	4221 ALEXANDRIA PIKE	COLD SPRING	KY		41076	YES	NO	NO	NO	CHRIS GRIFFIN	8597812010	2077	2048	2869					311613	311119	325199				38.738318	-84.409838	005092358				KYR001624				DARLING INTERNATIONAL INC	005092358	NO		
2011	PLANT MANAGER	KENNETH CARTER	42240GRPNT208CO	GRUPO ANTOLIN KENTUCKY	208 COMMERCE CT	HOPKINSVILLE	CHRISTIAN	KY	42240	GRUPO ANTOLIN KENTUCKY	208 COMMERCE CT	HOPKINSVILLE	KY		42240	YES	NO	NO	NO	TIM MARTIN	2708852703								336360						36.826952	-87.440935	808659114		KYR000009225								NO	TIM.MARTIN@GRUPOANTOLIN.COM	
2011		CORY HOSKINS	40351GRDNT200GU	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	ROWAN	KY	40351	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	KY		40351	YES	NO	NO	NO	CORY HOSKINS	6067836214	3089	3471	3999					326199	332813					38.209611	-83.479147	004890489								GUARDIAN INDUSTRIES CORP	054671169	NO	CHOSKINS@SRGGI.COM	
2011		CORY HOSKINS	40351GRDNT200GU	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	ROWAN	KY	40351	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	KY		40351	YES	NO	NO	NO	CORY HOSKINS	6067836214	3089	3471	3999					326199	332813					38.209611	-83.479147	004890489								GUARDIAN INDUSTRIES CORP	054671169	NO	CHOSKINS@SRGGI.COM	
2011		CORY HOSKINS	40351GRDNT200GU	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	ROWAN	KY	40351	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	KY		40351	YES	NO	NO	NO	CORY HOSKINS	6067836214	3089	3471	3999					326199	332813					38.209611	-83.479147	004890489								GUARDIAN INDUSTRIES CORP	054671169	NO	CHOSKINS@SRGGI.COM	
2011		CORY HOSKINS	40351GRDNT200GU	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	ROWAN	KY	40351	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	KY		40351	YES	NO	NO	NO	CORY HOSKINS	6067836214	3089	3471	3999					326199	332813					38.209611	-83.479147	004890489								GUARDIAN INDUSTRIES CORP	054671169	NO	CHOSKINS@SRGGI.COM	
2011		CORY HOSKINS	40351GRDNT200GU	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	ROWAN	KY	40351	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	KY		40351	YES	NO	NO	NO	CORY HOSKINS	6067836214	3089	3471	3999					326199	332813					38.209611	-83.479147	004890489								GUARDIAN INDUSTRIES CORP	054671169	NO	CHOSKINS@SRGGI.COM	
2011		CORY HOSKINS	40351GRDNT200GU	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	ROWAN	KY	40351	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	KY		40351	YES	NO	NO	NO	CORY HOSKINS	6067836214	3089	3471	3999					326199	332813					38.209611	-83.479147	004890489								GUARDIAN INDUSTRIES CORP	054671169	NO	CHOSKINS@SRGGI.COM	
2011		CORY HOSKINS	40351GRDNT200GU	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	ROWAN	KY	40351	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	KY		40351	YES	NO	NO	NO	CORY HOSKINS	6067836214	3089	3471	3999					326199	332813					38.209611	-83.479147	004890489								GUARDIAN INDUSTRIES CORP	054671169	NO	CHOSKINS@SRGGI.COM	
2011		CORY HOSKINS	40351GRDNT200GU	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	ROWAN	KY	40351	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	KY		40351	YES	NO	NO	NO	CORY HOSKINS	6067836214	3089	3471	3999					326199	332813					38.209611	-83.479147	004890489								GUARDIAN INDUSTRIES CORP	054671169	NO	CHOSKINS@SRGGI.COM	
2011		CORY HOSKINS	40351GRDNT200GU	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	ROWAN	KY	40351	GUARDIAN AUTOMOTIVE-MOREHEAD PLANT	200 GUARDIAN AVE	MOREHEAD	KY		40351	YES	NO	NO	NO	CORY HOSKINS	6067836214	3089	3471	3999					326199	332813					38.209611	-83.479147	004890489								GUARDIAN INDUSTRIES CORP	054671169	NO	CHOSKINS@SRGGI.COM	
2011	FACILITY/EHS MANAGER	MARK HAGER	4104WHMMRS188A	HAMMER STRENGTH	188 HAMMER DR	FALMOUTH	PENDLETON	KY	41040	HAMMER STRENGTH	188 HAMMER DR	FALMOUTH	KY		41040	YES	NO	NO	NO	UNITED STATES COMPLIANCE CORPORATION	9522523000	3499							332999						38.64651	-84.3161											NO	EPCRA@USCOMPLIANCE.COM	
2011	FACILITY/EHS MANAGER	MARK HAGER	4104WHMMRS188A	HAMMER STRENGTH	188 HAMMER DR	FALMOUTH	PENDLETON	KY	41040	HAMMER STRENGTH	188 HAMMER DR	FALMOUTH	KY		41040	YES	NO	NO	NO	UNITED STATES COMPLIANCE CORPORATION	9522523000	3499							332999						38.64651	-84.3161											NO	EPCRA@USCOMPLIANCE.COM	
2011	REGIONAL ENVIRONMENTAL MANAGER	JAMES MCKEOWN	40380SBRCK2014M	HANSON BRICK STANTON PLANT	2014 MORRIS CREEK RD	STANTON	POWELL	KY	403800549	HANSON BRICK STANTON PLANT	2014 MORRIS CREEK RD	STANTON	KY		40380-0549	YES	NO	NO	NO	JEFF BREWER	6066634125	3251							327121						37.863515	-83.855477	092824895								LEHIGH HANSON	967342197	NO	JEFF.BREWER@HANSON.COM	
2011	REGIONAL ENVIRONMENTAL MANAGER	JAMES MCKEOWN	40380SBRCK2014M	HANSON BRICK STANTON PLANT	2014 MORRIS CREEK RD	STANTON	POWELL	KY	403800549	HANSON BRICK STANTON PLANT	2014 MORRIS CREEK RD	STANTON	KY		40380-0549	YES	NO	NO	NO	JEFF BREWER	6066634125	3251							327121						37.863515	-83.855477	092824895								LEHIGH HANSON	967342197	NO	JEFF.BREWER@HANSON.COM	
2011	DIRECTOR OF OPERATIONS	DON BARNES	42134HRMNB3100B	HARMAN/BECKER AUTOMOTIVE SYSTE MS	3100 BOWLING GREEN RD	FRANKLIN	SIMPSON	KY	42134	HARMAN/BECKER AUTOMOTIVE SYSTE MS	3100 BOWLING GREEN RD	FRANKLIN	KY		42134	YES	NO	NO	NO	LUKE KEITH	2705984078	3651							334418						36.760346	-86.574846	019255041								HARMON INTERNATIONAL INDUSTRIES INC	019255041	NO	LUKE.KEITH@HARMAN.COM	
2011	MANAGER, ENVIRONMENTAL CONTROL	GLENN HUNDERTMARK	41045HCKTTBOX32	HARSCO METALS - GALLATIN	4411 US 42 W	GHENT	GALLATIN	KY	410459704	HARSCO METALS - GALLATIN	300 SEVEN FIELDS BLVD	SEVEN FIELDS	PA		16046	YES	NO	NO	NO	GLENN D HUNDERTMARK	7247416662	3295							327992						38.707633	-85.110988	003952009								HARSCO CORP	003952009	NO		
2011	MANAGER, ENVIRONMENTAL CONTROL	GLENN HUNDERTMARK	41045HCKTTBOX32	HARSCO METALS - GALLATIN	4411 US 42 W	GHENT	GALLATIN	KY	410459704	HARSCO METALS - GALLATIN	300 SEVEN FIELDS BLVD	SEVEN FIELDS	PA		16046	YES	NO	NO	NO	GLENN D HUNDERTMARK	7247416662	3295							327992						38.707633	-85.110988	003952009								HARSCO CORP	003952009	NO		
