REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	CHIEF EXECUTIVE OFFICER	KIM VANDERMEULEN	04364LTRNT3BSUM	ALTERNATIVE MANUFACTURING INC	30 SUMMER ST SUITE B	WINTHROP	KENNEBEC	ME	04364	ALTERNATIVE MANUFACTURING INC	30 SUMMER ST SUITE B	WINTHROP	ME		04364	YES	NO	NO	NO	KIM VANDERMEULEN	2073779377	3672							334418						44.30881	-69.974975	168543952								ELECTRONIC SERVICES CORP OF AMERICA	168543952	NO	KVANDERMEULEN@ALTMFG.COM	
2011	PLANT MANAGER	ANDY FITZPATRICK	04605HNCKLINDUS	HINCKLEY CO	INDUSTRIAL WAY	TRENTON	HANCOCK	ME	04605	HINCKLEY CO	PO BOX 1097	TRENTON	ME		04605	YES	NO	NO	NO	ANDY FITZPATRICK	2076697623	3732							336612						44.447777	-68.375596											NO	AFITZPATRICK@HINCKLEYYACHTS.COM	
2011	VICE PRESIDENT, MARINE PRODUCTS	JOSEPH MCDONNELL	04009HWLLLRTE11	HOWELL LABORATORIES INC	188 HARRISON RD	BRIDGTON	CUMBERLAND	ME	04009	HOWELL LABORATORIES INC	PO BOX 389	BRIDGTON	ME		04009	YES	NO	NO	NO	ALBERT G. FRIEND	2076473327	3585							334220	333319	333415				44.067927	-70.701977	001109685										NO	AFRIEND@HOWELLLABS.COM	
2011	PLANT MANAGER	JAMES REED	04740JMHBRPOBOX	HUBER ENGINEERED WOODS LLC	333 STATION RD	EASTON	AROOSTOOK	ME	04740	HUBER ENGINEERED WOODS LLC	333 STATION RD	EASTON	ME		04740	YES	NO	NO	NO	ROBERT CURRIE	7326035746	2493							321219						46.665557	-67.906918	151294696								JM HUBER CORP	002554459	NO	R.CURRIE@HUBER.COM	
2011	PLANT MANAGER	JAMES REED	04740JMHBRPOBOX	HUBER ENGINEERED WOODS LLC	333 STATION RD	EASTON	AROOSTOOK	ME	04740	HUBER ENGINEERED WOODS LLC	333 STATION RD	EASTON	ME		04740	YES	NO	NO	NO	ROBERT CURRIE	7326035746	2493							321219						46.665557	-67.906918	151294696								JM HUBER CORP	002554459	NO	R.CURRIE@HUBER.COM	
2011	PLANT MANAGER	RAYMOND MCMULLIN	04903HHTMK242CO	HUHTAMAKI INC	242 COLLEGE AVE	WATERVILLE	KENNEBEC	ME	04903	HUHTAMAKI INC	242 COLLEGE AVE	WATERVILLE	ME		04903	YES	NO	NO	NO	PETER DEANE	2078617213	2679							322299						44.576682	-69.611282	041143850								HUHTAMAKI AMERICAS INC	106617074	NO	PETER.DEANE@US.HUHTAMAKI.COM	
2011	PLANT MANAGER	RAYMOND MCMULLIN	04903HHTMK242CO	HUHTAMAKI INC	242 COLLEGE AVE	WATERVILLE	KENNEBEC	ME	04903	HUHTAMAKI INC	242 COLLEGE AVE	WATERVILLE	ME		04903	YES	NO	NO	NO	PETER DEANE	2078617213	2679							322299						44.576682	-69.611282	041143850								HUHTAMAKI AMERICAS INC	106617074	NO	PETER.DEANE@US.HUHTAMAKI.COM	
2011	MANUFACTURING COORDINATOR	CLIFFORD PARKINSON	03906HSSYSDYERS	HUSSEY SEATING CO	38 DYER ST EXTENSION	NORTH BERWICK	YORK	ME	03906	HUSSEY SEATING CO	38 DYER ST EXTENSION	NORTH BERWICK	ME		03906	YES	NO	NO	NO	CLIFF PARKINSON	2076760398	2531							337127						43.303133	-70.730059	011897240										NO	CPARKINSON@HUSSEYSEATING.COM	
2011	PRESIDENT	DAVID LOPER	04005NTRMT389HI	INTERMAT	389 HILL ST	BIDDEFORD	YORK	ME	04005	INTERMAT	389 HILL ST	BIDDEFORD	ME		04005	YES	NO	NO	NO	DAVID LOPER	2072831156	3764							336415						43.4698	-70.47378	834951147								FIBER MATERIALS INC	048268890	NO	INTERMAT@GWI.NET	
2011	TERMINAL MANAGER	DRAKE BELL	04974RVNGL52STA	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	WALDO	ME	04974	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	ME		04974	YES	NO	NO	NO	DRAKE BELL	2075482541	5171							424710						44.459444	-68.900556	061851408								IRVING OIL TERMINALS INC		NO	DRAKE.BELL@IRVINGOIL.COM	
2011	TERMINAL MANAGER	DRAKE BELL	04974RVNGL52STA	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	WALDO	ME	04974	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	ME		04974	YES	NO	NO	NO	DRAKE BELL	2075482541	5171							424710						44.459444	-68.900556	061851408								IRVING OIL TERMINALS INC		NO	DRAKE.BELL@IRVINGOIL.COM	
2011	TERMINAL MANAGER	DRAKE BELL	04974RVNGL52STA	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	WALDO	ME	04974	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	ME		04974	YES	NO	NO	NO	DRAKE BELL	2075482541	5171							424710						44.459444	-68.900556	061851408								IRVING OIL TERMINALS INC		NO	DRAKE.BELL@IRVINGOIL.COM	
2011	TERMINAL MANAGER	DRAKE BELL	04974RVNGL52STA	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	WALDO	ME	04974	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	ME		04974	YES	NO	NO	NO	DRAKE BELL	2075482541	5171							424710						44.459444	-68.900556	061851408								IRVING OIL TERMINALS INC		NO	DRAKE.BELL@IRVINGOIL.COM	
2011	TERMINAL MANAGER	DRAKE BELL	04974RVNGL52STA	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	WALDO	ME	04974	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	ME		04974	YES	NO	NO	NO	DRAKE BELL	2075482541	5171							424710						44.459444	-68.900556	061851408								IRVING OIL TERMINALS INC		NO	DRAKE.BELL@IRVINGOIL.COM	
2011	TERMINAL MANAGER	DRAKE BELL	04974RVNGL52STA	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	WALDO	ME	04974	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	ME		04974	YES	NO	NO	NO	DRAKE BELL	2075482541	5171							424710						44.459444	-68.900556	061851408								IRVING OIL TERMINALS INC		NO	DRAKE.BELL@IRVINGOIL.COM	
2011	TERMINAL MANAGER	DRAKE BELL	04974RVNGL52STA	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	WALDO	ME	04974	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	ME		04974	YES	NO	NO	NO	DRAKE BELL	2075482541	5171							424710						44.459444	-68.900556	061851408								IRVING OIL TERMINALS INC		NO	DRAKE.BELL@IRVINGOIL.COM	
2011	TERMINAL MANAGER	DRAKE BELL	04974RVNGL52STA	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	WALDO	ME	04974	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	ME		04974	YES	NO	NO	NO	DRAKE BELL	2075482541	5171							424710						44.459444	-68.900556	061851408								IRVING OIL TERMINALS INC		NO	DRAKE.BELL@IRVINGOIL.COM	
2011	TERMINAL MANAGER	DRAKE BELL	04974RVNGL52STA	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	WALDO	ME	04974	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	ME		04974	YES	NO	NO	NO	DRAKE BELL	2075482541	5171							424710						44.459444	-68.900556	061851408								IRVING OIL TERMINALS INC		NO	DRAKE.BELL@IRVINGOIL.COM	
2011	TERMINAL MANAGER	DRAKE BELL	04974RVNGL52STA	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	WALDO	ME	04974	IRVING OIL TERMINALS INC	52 STATION AVE	SEARSPORT	ME		04974	YES	NO	NO	NO	DRAKE BELL	2075482541	5171							424710						44.459444	-68.900556	061851408								IRVING OIL TERMINALS INC		NO	DRAKE.BELL@IRVINGOIL.COM	
2011	DIRECTOR OF ENGINEERING	ROBERT STANLEY	04622JSPRWRTE19	JASPER WYMAN & SON	178 MAIN ST	CHERRYFIELD	WASHINGTON	ME	04622	JASPER WYMAN & SON	MAIN ST PO BOX 100	MILBRIDGE	ME		04658	YES	NO	NO	NO	BOB STANLEY	2075463381	2037							311411						44.61	-67.925556									JASPER WYMAN & SON		NO	BSTANLEY@WYMANS.COM	
2011	DIRECTOR OF ENGINEERING	ROBERT STANLEY	04622JSPRWRTE19	JASPER WYMAN & SON	178 MAIN ST	CHERRYFIELD	WASHINGTON	ME	04622	JASPER WYMAN & SON	MAIN ST PO BOX 100	MILBRIDGE	ME		04658	YES	NO	NO	NO	BOB STANLEY	2075463381	2037							311411						44.61	-67.925556									JASPER WYMAN & SON		NO	BSTANLEY@WYMANS.COM	
2011	GENERAL MANAGER	LINDA GUERETTE	04240JNSND765WE	JONES & VINING INC	765 WEBSTER ST	LEWISTON	ANDROSCOGGIN	ME	04240	JONES & VINING INC	PO BOX 1903	LEWISTON	ME		042411903	YES	NO	NO	NO	JOHN CARVER	2077843547	3089							326150						44.08065	-70.16754	001064914								JONES & VINING INC	001064914	NO	JCARVER@JVMAINE.COM	
2011	PRESIDENT	KENNETH PRIEST	04330KNWYC681RI	KENWAY CORP	681 RIVERSIDE DR	AUGUSTA	KENNEBEC	ME	04330	KENWAY CORP	681 RIVERSIDE DR	AUGUSTA	ME		04330	YES	NO	NO	NO	TAMMY BERNIER	2076226229	3089							326122						44.358549	-69.739855	001102003										NO	TAMMY@KENWAY.COM	
2011	ENVIRONMENTAL AND SAFETY MANAGER	DENNIS MCCOMB	04457LNCLNKATAH	LINCOLN PAPER & TISSUE LLC	50 KATAHDIN AVE	LINCOLN	PENOBSCOT	ME	04457	LINCOLN PAPER & TISSUE LLC	PO BOX 490	LINCOLN	ME		04457	YES	NO	NO	NO	DENNIS C. MCCOMB	2077940640	2611	2621						322110	322121					45.368333	-68.510833	148827525										NO	DMCCOMB@LPANDT.COM	
2011	ENVIRONMENTAL AND SAFETY MANAGER	DENNIS MCCOMB	04457LNCLNKATAH	LINCOLN PAPER & TISSUE LLC	50 KATAHDIN AVE	LINCOLN	PENOBSCOT	ME	04457	LINCOLN PAPER & TISSUE LLC	PO BOX 490	LINCOLN	ME		04457	YES	NO	NO	NO	DENNIS C. MCCOMB	2077940640	2611	2621						322110	322121					45.368333	-68.510833	148827525										NO	DMCCOMB@LPANDT.COM	
2011	ENVIRONMENTAL AND SAFETY MANAGER	DENNIS MCCOMB	04457LNCLNKATAH	LINCOLN PAPER & TISSUE LLC	50 KATAHDIN AVE	LINCOLN	PENOBSCOT	ME	04457	LINCOLN PAPER & TISSUE LLC	PO BOX 490	LINCOLN	ME		04457	YES	NO	NO	NO	DENNIS C. MCCOMB	2077940640	2611	2621						322110	322121					45.368333	-68.510833	148827525										NO	DMCCOMB@LPANDT.COM	
2011	ENVIRONMENTAL AND SAFETY MANAGER	DENNIS MCCOMB	04457LNCLNKATAH	LINCOLN PAPER & TISSUE LLC	50 KATAHDIN AVE	LINCOLN	PENOBSCOT	ME	04457	LINCOLN PAPER & TISSUE LLC	PO BOX 490	LINCOLN	ME		04457	YES	NO	NO	NO	DENNIS C. MCCOMB	2077940640	2611	2621						322110	322121					45.368333	-68.510833	148827525										NO	DMCCOMB@LPANDT.COM	
2011	ENVIRONMENTAL AND SAFETY MANAGER	DENNIS MCCOMB	04457LNCLNKATAH	LINCOLN PAPER & TISSUE LLC	50 KATAHDIN AVE	LINCOLN	PENOBSCOT	ME	04457	LINCOLN PAPER & TISSUE LLC	PO BOX 490	LINCOLN	ME		04457	YES	NO	NO	NO	DENNIS C. MCCOMB	2077940640	2611	2621						322110	322121					45.368333	-68.510833	148827525										NO	DMCCOMB@LPANDT.COM	
2011	ENVIRONMENTAL AND SAFETY MANAGER	DENNIS MCCOMB	04457LNCLNKATAH	LINCOLN PAPER & TISSUE LLC	50 KATAHDIN AVE	LINCOLN	PENOBSCOT	ME	04457	LINCOLN PAPER & TISSUE LLC	PO BOX 490	LINCOLN	ME		04457	YES	NO	NO	NO	DENNIS C. MCCOMB	2077940640	2611	2621						322110	322121					45.368333	-68.510833	148827525										NO	DMCCOMB@LPANDT.COM	
2011	ENVIRONMENTAL AND SAFETY MANAGER	DENNIS MCCOMB	04457LNCLNKATAH	LINCOLN PAPER & TISSUE LLC	50 KATAHDIN AVE	LINCOLN	PENOBSCOT	ME	04457	LINCOLN PAPER & TISSUE LLC	PO BOX 490	LINCOLN	ME		04457	YES	NO	NO	NO	DENNIS C. MCCOMB	2077940640	2611	2621						322110	322121					45.368333	-68.510833	148827525										NO	DMCCOMB@LPANDT.COM	
2011	ENVIRONMENTAL AND SAFETY MANAGER	DENNIS MCCOMB	04457LNCLNKATAH	LINCOLN PAPER & TISSUE LLC	50 KATAHDIN AVE	LINCOLN	PENOBSCOT	ME	04457	LINCOLN PAPER & TISSUE LLC	PO BOX 490	LINCOLN	ME		04457	YES	NO	NO	NO	DENNIS C. MCCOMB	2077940640	2611	2621						322110	322121					45.368333	-68.510833	148827525										NO	DMCCOMB@LPANDT.COM	
2011	ENVIRONMENTAL AND SAFETY MANAGER	DENNIS MCCOMB	04457LNCLNKATAH	LINCOLN PAPER & TISSUE LLC	50 KATAHDIN AVE	LINCOLN	PENOBSCOT	ME	04457	LINCOLN PAPER & TISSUE LLC	PO BOX 490	LINCOLN	ME		04457	YES	NO	NO	NO	DENNIS C. MCCOMB	2077940640	2611	2621						322110	322121					45.368333	-68.510833	148827525										NO	DMCCOMB@LPANDT.COM	
2011	ENVIRONMENTAL AND SAFETY MANAGER	DENNIS MCCOMB	04457LNCLNKATAH	LINCOLN PAPER & TISSUE LLC	50 KATAHDIN AVE	LINCOLN	PENOBSCOT	ME	04457	LINCOLN PAPER & TISSUE LLC	PO BOX 490	LINCOLN	ME		04457	YES	NO	NO	NO	DENNIS C. MCCOMB	2077940640	2611	2621						322110	322121					45.368333	-68.510833	148827525										NO	DMCCOMB@LPANDT.COM	
2011	ENVIRONMENTAL AND SAFETY MANAGER	DENNIS MCCOMB	04457LNCLNKATAH	LINCOLN PAPER & TISSUE LLC	50 KATAHDIN AVE	LINCOLN	PENOBSCOT	ME	04457	LINCOLN PAPER & TISSUE LLC	PO BOX 490	LINCOLN	ME		04457	YES	NO	NO	NO	DENNIS C. MCCOMB	2077940640	2611	2621						322110	322121					45.368333	-68.510833	148827525										NO	DMCCOMB@LPANDT.COM	
2011	ENVIRONMENTAL AND SAFETY MANAGER	DENNIS MCCOMB	04457LNCLNKATAH	LINCOLN PAPER & TISSUE LLC	50 KATAHDIN AVE	LINCOLN	PENOBSCOT	ME	04457	LINCOLN PAPER & TISSUE LLC	PO BOX 490	LINCOLN	ME		04457	YES	NO	NO	NO	DENNIS C. MCCOMB	2077940640	2611	2621						322110	322121					45.368333	-68.510833	148827525										NO	DMCCOMB@LPANDT.COM	
2011	PLANT MANAGER	TRAVIS TURNER	04761LSNPCSTATI	LOUISIANA-PACIFIC CORP	240 STATION RD	NEW LIMERICK	AROOSTOOK	ME	04761	LOUISIANA-PACIFIC CORP	PO BOX 396	HOULTON	ME		04730	YES	NO	NO	NO	TRAVIS TURNER	2075327361	2493							321219						46.091096	-67.954789	055957211								LOUISIANA PACIFIC CORP	061500534	NO	TRAVIS.TURNER@LPCORP.COM	
2011	PLANT MANAGER	TRAVIS TURNER	04761LSNPCSTATI	LOUISIANA-PACIFIC CORP	240 STATION RD	NEW LIMERICK	AROOSTOOK	ME	04761	LOUISIANA-PACIFIC CORP	PO BOX 396	HOULTON	ME		04730	YES	NO	NO	NO	TRAVIS TURNER	2075327361	2493							321219						46.091096	-67.954789	055957211								LOUISIANA PACIFIC CORP	061500534	NO	TRAVIS.TURNER@LPCORP.COM	
2011	PLANT MANAGER	TRAVIS TURNER	04761LSNPCSTATI	LOUISIANA-PACIFIC CORP	240 STATION RD	NEW LIMERICK	AROOSTOOK	ME	04761	LOUISIANA-PACIFIC CORP	PO BOX 396	HOULTON	ME		04730	YES	NO	NO	NO	TRAVIS TURNER	2075327361	2493							321219						46.091096	-67.954789	055957211								LOUISIANA PACIFIC CORP	061500534	NO	TRAVIS.TURNER@LPCORP.COM	
2011	VICE PRESIDENT	JOHN TURNER	04861LYMNM82WAT	LYMAN MORSE BOATBUILDING	84 KNOX ST	THOMASTON	KNOX	ME	04861	LYMAN MORSE BOATBUILDING	84 KNOX ST	THOMASTON	ME		04861	YES	NO	NO	NO	JUSTICE YANIK	2073546904	3732							336612						44.07299	-69.18078	019075662										NO	JYANIK@LYMANMORSE.COM	
2011	CEO	E RUSSELL DRECHSEL	04950MDSNPMAINS	MADISON PAPER INDUSTRIES	1 MAIN ST	MADISON	SOMERSET	ME	049500129	MADISON PAPER INDUSTRIES	PO BOX 129	MADISON	ME		049500129	YES	NO	NO	NO	MICHAEL MICHAUD	2076961126	2621	2411						322121						44.797372	-69.885772	099898066										NO	MICHAEL.MICHAUD@UPM.COM	
2011	CEO	E RUSSELL DRECHSEL	04950MDSNPMAINS	MADISON PAPER INDUSTRIES	1 MAIN ST	MADISON	SOMERSET	ME	049500129	MADISON PAPER INDUSTRIES	PO BOX 129	MADISON	ME		049500129	YES	NO	NO	NO	MICHAEL MICHAUD	2076961126	2621	2411						322121						44.797372	-69.885772	099898066										NO	MICHAEL.MICHAUD@UPM.COM	
2011	CEO	E RUSSELL DRECHSEL	04950MDSNPMAINS	MADISON PAPER INDUSTRIES	1 MAIN ST	MADISON	SOMERSET	ME	049500129	MADISON PAPER INDUSTRIES	PO BOX 129	MADISON	ME		049500129	YES	NO	NO	NO	MICHAEL MICHAUD	2076961126	2621	2411						322121						44.797372	-69.885772	099898066										NO	MICHAEL.MICHAUD@UPM.COM	
2011	PRESIDENT		04564MSTRS500LO	MASTERS MACHINE CO	500 LOWER ROUND POND RD	ROUND POND	LINCOLN	ME	04564	MASTERS MACHINE CO	PO BOX 16	ROUND POND	ME		045640016	YES	NO	NO	NO	GINNY MANNING	2075295191	3599							332721						43.93798	-69.473751											NO	GINNYM@MASTERSMACHINE.COM	
2011	PRESIDENT		04564MSTRS500LO	MASTERS MACHINE CO	500 LOWER ROUND POND RD	ROUND POND	LINCOLN	ME	04564	MASTERS MACHINE CO	PO BOX 16	ROUND POND	ME		045640016	YES	NO	NO	NO	GINNY MANNING	2075295191	3599							332721						43.93798	-69.473751											NO	GINNYM@MASTERSMACHINE.COM	
2011	ENGINEERING MANAGER	DAVID MCKENNEY	04740MCCNFSTATI	MCCAIN FOODS USA INC	319 RICHARDSON RD	EASTON	AROOSTOOK	ME	04740	MCCAIN FOODS USA INC	319 RICHARDSON RD	EASTON	ME		04740	YES	NO	NO	NO	DAVID MCKENNEY	2074881260	2037							311411						46.660278	-67.902222	011000532				ME0036218				MCCAIN FOODS USA INC	001104736	NO	DAVID.MCKENNEY@MCCAIN.COM	
2011	ENGINEERING MANAGER	DAVID MCKENNEY	04740MCCNFSTATI	MCCAIN FOODS USA INC	319 RICHARDSON RD	EASTON	AROOSTOOK	ME	04740	MCCAIN FOODS USA INC	319 RICHARDSON RD	EASTON	ME		04740	YES	NO	NO	NO	DAVID MCKENNEY	2074881260	2037							311411						46.660278	-67.902222	011000532				ME0036218				MCCAIN FOODS USA INC	001104736	NO	DAVID.MCKENNEY@MCCAIN.COM	
2011	ENGINEERING MANAGER	DAVID MCKENNEY	04740MCCNFSTATI	MCCAIN FOODS USA INC	319 RICHARDSON RD	EASTON	AROOSTOOK	ME	04740	MCCAIN FOODS USA INC	319 RICHARDSON RD	EASTON	ME		04740	YES	NO	NO	NO	DAVID MCKENNEY	2074881260	2037							311411						46.660278	-67.902222	011000532				ME0036218				MCCAIN FOODS USA INC	001104736	NO	DAVID.MCKENNEY@MCCAIN.COM	
2011	ENGINEERING MANAGER	DAVID MCKENNEY	04740MCCNFSTATI	MCCAIN FOODS USA INC	319 RICHARDSON RD	EASTON	AROOSTOOK	ME	04740	MCCAIN FOODS USA INC	319 RICHARDSON RD	EASTON	ME		04740	YES	NO	NO	NO	DAVID MCKENNEY	2074881260	2037							311411						46.660278	-67.902222	011000532				ME0036218				MCCAIN FOODS USA INC	001104736	NO	DAVID.MCKENNEY@MCCAIN.COM	
2011	ENGINEERING MANAGER	DAVID MCKENNEY	04740MCCNFSTATI	MCCAIN FOODS USA INC	319 RICHARDSON RD	EASTON	AROOSTOOK	ME	04740	MCCAIN FOODS USA INC	319 RICHARDSON RD	EASTON	ME		04740	YES	NO	NO	NO	DAVID MCKENNEY	2074881260	2037							311411						46.660278	-67.902222	011000532				ME0036218				MCCAIN FOODS USA INC	001104736	NO	DAVID.MCKENNEY@MCCAIN.COM	
2011	ENGINEERING MANAGER	DAVID MCKENNEY	04740MCCNFSTATI	MCCAIN FOODS USA INC	319 RICHARDSON RD	EASTON	AROOSTOOK	ME	04740	MCCAIN FOODS USA INC	319 RICHARDSON RD	EASTON	ME		04740	YES	NO	NO	NO	DAVID MCKENNEY	2074881260	2037							311411						46.660278	-67.902222	011000532				ME0036218				MCCAIN FOODS USA INC	001104736	NO	DAVID.MCKENNEY@MCCAIN.COM	
2011	PURCHASING AND LOGISTICS MANAGER	THOMAS CLAUS	04005MTSPP516AL	METSO PAPER USA INC	516 ALFRED ST	BIDDEFORD	YORK	ME	040059432	METSO PAPER USA INC	516 ALFRED ST	BIDDEFORD	ME		04005-9432	YES	NO	NO	NO	THOMAS J. CLAUS	2072821521	3554							333291						43.47792	-70.49615	927949057		MEX020000000		MER00A157				METSO USA INC	070625116	NO	TOM.CLAUS@METSO.COM	
2011	PURCHASING AND LOGISTICS MANAGER	THOMAS CLAUS	04005MTSPP516AL	METSO PAPER USA INC	516 ALFRED ST	BIDDEFORD	YORK	ME	040059432	METSO PAPER USA INC	516 ALFRED ST	BIDDEFORD	ME		04005-9432	YES	NO	NO	NO	THOMAS J. CLAUS	2072821521	3554							333291						43.47792	-70.49615	927949057		MEX020000000		MER00A157				METSO USA INC	070625116	NO	TOM.CLAUS@METSO.COM	
2011	SITE SERVICES MANAGER	JOHN DUNN	04106NTNLS5FODE	NATIONAL SEMICONDUCTOR CORP	5 FODEN RD	SOUTH PORTLAND	CUMBERLAND	ME	04106	NATIONAL SEMICONDUCTOR CORP	MAILSTOP 02-01 5 FODEN RD	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	LES GARDNER	2075418417	3674							334413						43.639846	-70.323814	041472986								TEXAS INSTRUMENTS INC	007321904	NO	LES.GARDNER@TI.COM	
2011	SITE SERVICES MANAGER	JOHN DUNN	04106NTNLS5FODE	NATIONAL SEMICONDUCTOR CORP	5 FODEN RD	SOUTH PORTLAND	CUMBERLAND	ME	04106	NATIONAL SEMICONDUCTOR CORP	MAILSTOP 02-01 5 FODEN RD	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	LES GARDNER	2075418417	3674							334413						43.639846	-70.323814	041472986								TEXAS INSTRUMENTS INC	007321904	NO	LES.GARDNER@TI.COM	
2011	SITE SERVICES MANAGER	JOHN DUNN	04106NTNLS5FODE	NATIONAL SEMICONDUCTOR CORP	5 FODEN RD	SOUTH PORTLAND	CUMBERLAND	ME	04106	NATIONAL SEMICONDUCTOR CORP	MAILSTOP 02-01 5 FODEN RD	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	LES GARDNER	2075418417	3674							334413						43.639846	-70.323814	041472986								TEXAS INSTRUMENTS INC	007321904	NO	LES.GARDNER@TI.COM	
2011	SITE SERVICES MANAGER	JOHN DUNN	04106NTNLS5FODE	NATIONAL SEMICONDUCTOR CORP	5 FODEN RD	SOUTH PORTLAND	CUMBERLAND	ME	04106	NATIONAL SEMICONDUCTOR CORP	MAILSTOP 02-01 5 FODEN RD	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	LES GARDNER	2075418417	3674							334413						43.639846	-70.323814	041472986								TEXAS INSTRUMENTS INC	007321904	NO	LES.GARDNER@TI.COM	
2011	GENERAL MANAGER	MARY JO SURGES	04102NCHLS2400C	NICHOLS PORTLAND	2400 CONGRESS ST	PORTLAND	CUMBERLAND	ME	041020603	NICHOLS PORTLAND	2400 CONGRESS ST	PORTLAND	ME		04102-0603	YES	NO	NO	NO	MICHAEL BREWER	2077619117	3499							332117						43.650709	-70.338656	042143297								PARKER HANNIFIN CORP	004175550	NO	MBREWER@PARKER.COM	
2011	GENERAL MANAGER	MARY JO SURGES	04102NCHLS2400C	NICHOLS PORTLAND	2400 CONGRESS ST	PORTLAND	CUMBERLAND	ME	041020603	NICHOLS PORTLAND	2400 CONGRESS ST	PORTLAND	ME		04102-0603	YES	NO	NO	NO	MICHAEL BREWER	2077619117	3499							332117						43.650709	-70.338656	042143297								PARKER HANNIFIN CORP	004175550	NO	MBREWER@PARKER.COM	
2011	GENERAL MANAGER	MARY JO SURGES	04102NCHLS2400C	NICHOLS PORTLAND	2400 CONGRESS ST	PORTLAND	CUMBERLAND	ME	041020603	NICHOLS PORTLAND	2400 CONGRESS ST	PORTLAND	ME		04102-0603	YES	NO	NO	NO	MICHAEL BREWER	2077619117	3499							332117						43.650709	-70.338656	042143297								PARKER HANNIFIN CORP	004175550	NO	MBREWER@PARKER.COM	
2011	CHIEF FINANCIAL OFFICER	NANCY BASSELET	04841NRTHN23MER	NORTH END COMPOSITES	23 MERRILL DR	ROCKLAND	KNOX	ME	04841	NORTH END COMPOSITES	23 MERRILL DR	ROCKLAND	ME		04841	YES	NO	NO	NO	SANDY LYLE	2075948821								336612						44.09147	-69.117875	083178483								SABRE CORP	786752063	NO	SLYLE@BACKCOVEYACHTS.COM	
2011	SAFETY OFFICER	JOE WESTON	04841HRCRP12TIL	O'HARA CORP	120 TILLSON AVE	ROCKLAND	KNOX	ME	04841	O'HARA CORP	120 TILLSON AVE	ROCKLAND	ME		04841	YES	NO	NO	NO																44.10469	-69.10303											NO		
2011	PLANT MANAGER	AARON BOONE	04274LDCST481SP	OLDCASTLE LAWN & GARDEN	481 SPRINGWATER RD	POLAND SPRING	ANDROSCOGGIN	ME	04274	OLDCASTLE LAWN & GARDEN	PO BOX 527	POLAND SPRING	ME		04274	YES	NO	NO	NO	JIM MCKAY	2079985580								321999						44.028771	-70.329097									OLDCASTLE LAWN & GARDEN APG	852849529	NO	JIM.MCKAY@OLDCASTLEAPG.COM	
2011	PLANT MANAGER	AARON BOONE	04274LDCST481SP	OLDCASTLE LAWN & GARDEN	481 SPRINGWATER RD	POLAND SPRING	ANDROSCOGGIN	ME	04274	OLDCASTLE LAWN & GARDEN	PO BOX 527	POLAND SPRING	ME		04274	YES	NO	NO	NO	JIM MCKAY	2079985580								321999						44.028771	-70.329097									OLDCASTLE LAWN & GARDEN APG	852849529	NO	JIM.MCKAY@OLDCASTLEAPG.COM	
